"DMS_Project"

"Time      "	".A1.Translational_Velocity.Y"	".D1.Translational_Velocity.Y"	".M1.Translational_Velocity.Y"	".O1.Translational_Velocity.Y"	".H7.Translational_Velocity.Y"	".N5.Translational_Velocity.Y"	".C2.Translational_Velocity.Y"	".G2.Translational_Velocity.Y"	".K3.Translational_Velocity.Y"
2.140000e+00	8.706167e-01	5.814314e-01	5.821810e-01	0.000000e+00	0.000000e+00	-1.526557e-16	1.470727e+00	-3.931881e-01	6.985969e-01
2.150000e+00	8.330766e-01	5.557790e-01	5.571646e-01	0.000000e+00	-1.387779e-17	2.775558e-17	1.351769e+00	-3.132611e-01	7.042164e-01
2.160000e+00	7.951553e-01	5.299507e-01	5.318816e-01	0.000000e+00	0.000000e+00	-8.326673e-17	1.227425e+00	-2.289922e-01	7.068396e-01
2.170000e+00	7.568697e-01	5.039550e-01	5.063437e-01	0.000000e+00	0.000000e+00	-1.387779e-17	1.098345e+00	-1.409714e-01	7.067953e-01
2.180000e+00	7.182371e-01	4.778003e-01	4.805629e-01	0.000000e+00	6.938894e-18	-1.110223e-16	9.652978e-01	-4.989017e-02	7.044777e-01
2.190000e+00	6.792747e-01	4.514950e-01	4.545511e-01	0.000000e+00	-6.938894e-18	-8.326673e-17	8.291532e-01	4.347049e-02	7.003358e-01
2.200000e+00	6.400000e-01	4.250475e-01	4.283207e-01	0.000000e+00	0.000000e+00	-8.326673e-17	6.908623e-01	1.382601e-01	6.948610e-01
2.210000e+00	6.004308e-01	3.984664e-01	4.018840e-01	0.000000e+00	1.387779e-17	-6.938894e-17	5.514294e-01	2.335840e-01	6.885725e-01
2.220000e+00	5.605852e-01	3.717601e-01	3.752535e-01	0.000000e+00	2.775558e-17	-2.775558e-17	4.118791e-01	3.285330e-01	6.820014e-01
2.230000e+00	5.204811e-01	3.449372e-01	3.484418e-01	0.000000e+00	5.551115e-17	-5.551115e-17	2.732218e-01	4.222139e-01	6.756740e-01
2.240000e+00	4.801368e-01	3.180061e-01	3.214618e-01	0.000000e+00	2.775558e-17	-3.469447e-17	1.364211e-01	5.137799e-01	6.700950e-01
2.250000e+00	4.395709e-01	2.909754e-01	2.943264e-01	-2.775558e-17	-2.775558e-17	-1.387779e-17	2.364063e-03	6.024554e-01	6.657327e-01
2.260000e+00	3.988020e-01	2.638536e-01	2.670485e-01	0.000000e+00	0.000000e+00	-6.938894e-18	-1.281606e-01	6.875561e-01	6.630048e-01
2.270000e+00	3.578486e-01	2.366493e-01	2.396413e-01	0.000000e+00	-2.775558e-17	-6.938894e-18	-2.544782e-01	7.685021e-01	6.622678e-01
2.280000e+00	3.167297e-01	2.093711e-01	2.121179e-01	0.000000e+00	2.775558e-17	-2.775558e-17	-3.760345e-01	8.448225e-01	6.638072e-01
2.290000e+00	2.754643e-01	1.820274e-01	1.844916e-01	0.000000e+00	0.000000e+00	-2.081668e-17	-4.923959e-01	9.161551e-01	6.678304e-01
2.300000e+00	2.340713e-01	1.546270e-01	1.567759e-01	0.000000e+00	5.551115e-17	-3.469447e-17	-6.032431e-01	9.822391e-01	6.744605e-01
2.310000e+00	1.925698e-01	1.271783e-01	1.289840e-01	-1.387779e-17	5.551115e-17	-1.040834e-17	-7.083605e-01	1.042905e+00	6.837308e-01
2.320000e+00	1.509792e-01	9.968991e-02	1.011296e-01	-1.387779e-17	5.551115e-17	-3.469447e-18	-8.076224e-01	1.098063e+00	6.955805e-01
2.330000e+00	1.093186e-01	7.217046e-02	7.322597e-02	1.387779e-17	5.551115e-17	-6.938894e-18	-9.009792e-01	1.147685e+00	7.098488e-01
2.340000e+00	6.760730e-02	4.462851e-02	4.528679e-02	0.000000e+00	5.551115e-17	-2.602085e-18	-9.884422e-01	1.191797e+00	7.262709e-01
2.350000e+00	2.586468e-02	1.707266e-02	1.732561e-02	1.734723e-18	5.551115e-17	-4.336809e-19	-1.070071e+00	1.230462e+00	7.444731e-01
2.360000e+00	-1.588994e-02	-1.048851e-02	-1.064399e-02	-1.734723e-18	-5.551115e-17	8.673617e-19	-1.145960e+00	1.263771e+00	7.639700e-01
2.370000e+00	-5.763720e-02	-3.804642e-02	-3.860841e-02	6.938894e-18	0.000000e+00	0.000000e+00	-1.216232e+00	1.291835e+00	7.841638e-01
2.380000e+00	-9.935773e-02	-6.559246e-02	-6.655408e-02	0.000000e+00	5.551115e-17	6.938894e-18	-1.281024e+00	1.314773e+00	8.043467e-01
2.390000e+00	-1.410322e-01	-9.311807e-02	-9.446741e-02	0.000000e+00	0.000000e+00	3.469447e-18	-1.340487e+00	1.332712e+00	8.237094e-01
2.400000e+00	-1.826413e-01	-1.206146e-01	-1.223349e-01	0.000000e+00	2.775558e-17	1.734723e-17	-1.394779e+00	1.345780e+00	8.413547e-01
2.410000e+00	-2.241658e-01	-1.480736e-01	-1.501429e-01	0.000000e+00	-1.110223e-16	1.387779e-17	-1.444059e+00	1.354103e+00	8.563197e-01
2.420000e+00	-2.655864e-01	-1.754864e-01	-1.778780e-01	0.000000e+00	5.551115e-17	2.428613e-17	-1.488489e+00	1.357806e+00	8.676046e-01
2.430000e+00	-3.068841e-01	-2.028444e-01	-2.055269e-01	0.000000e+00	0.000000e+00	2.775558e-17	-1.528234e+00	1.357008e+00	8.742096e-01
2.440000e+00	-3.480397e-01	-2.301390e-01	-2.330760e-01	0.000000e+00	-2.775558e-17	0.000000e+00	-1.563454e+00	1.351827e+00	8.751777e-01
2.450000e+00	-3.890343e-01	-2.573617e-01	-2.605122e-01	0.000000e+00	2.775558e-17	-6.938894e-18	-1.594314e+00	1.342377e+00	8.696400e-01
2.460000e+00	-4.298491e-01	-2.845040e-01	-2.878222e-01	0.000000e+00	0.000000e+00	0.000000e+00	-1.620976e+00	1.328771e+00	8.568617e-01
2.470000e+00	-4.704652e-01	-3.115572e-01	-3.149929e-01	0.000000e+00	0.000000e+00	3.469447e-17	-1.643604e+00	1.311120e+00	8.362829e-01
2.480000e+00	-5.108640e-01	-3.385129e-01	-3.420112e-01	-5.551115e-17	-2.775558e-17	7.632783e-17	-1.662367e+00	1.289536e+00	8.075515e-01
2.490000e+00	-5.510272e-01	-3.653625e-01	-3.688642e-01	0.000000e+00	-1.387779e-17	4.163336e-17	-1.677434e+00	1.264134e+00	7.705431e-01
2.500000e+00	-5.909362e-01	-3.920974e-01	-3.955392e-01	0.000000e+00	-1.387779e-17	2.775558e-17	-1.688977e+00	1.235029e+00	7.253668e-01
2.510000e+00	-6.305731e-01	-4.187092e-01	-4.220233e-01	0.000000e+00	-1.387779e-17	4.163336e-17	-1.697176e+00	1.202342e+00	6.723549e-01
2.520000e+00	-6.699197e-01	-4.451893e-01	-4.483042e-01	0.000000e+00	0.000000e+00	5.551115e-17	-1.702212e+00	1.166200e+00	6.120390e-01
2.530000e+00	-7.089584e-01	-4.715294e-01	-4.743693e-01	0.000000e+00	0.000000e+00	-1.387779e-17	-1.704274e+00	1.126734e+00	5.451138e-01
2.540000e+00	-7.476714e-01	-4.977208e-01	-5.002064e-01	0.000000e+00	0.000000e+00	0.000000e+00	-1.703555e+00	1.084083e+00	4.723936e-01
2.550000e+00	-7.860414e-01	-5.237553e-01	-5.258034e-01	0.000000e+00	-3.469447e-18	2.775558e-17	-1.700252e+00	1.038393e+00	3.947655e-01
2.560000e+00	-8.240513e-01	-5.496243e-01	-5.511483e-01	0.000000e+00	3.469447e-18	1.110223e-16	-1.694570e+00	9.898156e-01	3.131439e-01
2.570000e+00	-8.616840e-01	-5.753196e-01	-5.762295e-01	5.551115e-17	-6.938894e-18	1.110223e-16	-1.686717e+00	9.385130e-01	2.284293e-01
2.580000e+00	-8.989230e-01	-6.008326e-01	-6.010353e-01	0.000000e+00	0.000000e+00	6.938894e-17	-1.676903e+00	8.846529e-01	1.414748e-01
2.590000e+00	-9.357517e-01	-6.261551e-01	-6.255543e-01	0.000000e+00	0.000000e+00	2.775558e-17	-1.665345e+00	8.284106e-01	5.306083e-02
2.600000e+00	-9.721539e-01	-6.512788e-01	-6.497754e-01	0.000000e+00	2.775558e-17	4.163336e-17	-1.652257e+00	7.699682e-01	-3.612129e-02
2.610000e+00	-1.008114e+00	-6.761954e-01	-6.736875e-01	0.000000e+00	-1.387779e-17	-8.326673e-17	-1.637859e+00	7.095134e-01	-1.254782e-01
2.620000e+00	-1.043616e+00	-7.008967e-01	-6.972799e-01	0.000000e+00	2.775558e-17	6.938894e-17	-1.622366e+00	6.472393e-01	-2.145162e-01
2.630000e+00	-1.078645e+00	-7.253746e-01	-7.205421e-01	0.000000e+00	0.000000e+00	1.665335e-16	-1.605993e+00	5.833428e-01	-3.028378e-01
2.640000e+00	-1.113185e+00	-7.496208e-01	-7.434636e-01	0.000000e+00	2.775558e-17	6.938894e-17	-1.588951e+00	5.180239e-01	-3.901349e-01
2.650000e+00	-1.147223e+00	-7.736273e-01	-7.660345e-01	0.000000e+00	-2.775558e-17	1.249001e-16	-1.571447e+00	4.514842e-01	-4.761792e-01
2.660000e+00	-1.180743e+00	-7.973860e-01	-7.882448e-01	0.000000e+00	-2.775558e-17	8.326673e-17	-1.553679e+00	3.839257e-01	-5.608118e-01
2.670000e+00	-1.213731e+00	-8.208891e-01	-8.100849e-01	-1.110223e-16	-5.551115e-17	1.387779e-16	-1.535838e+00	3.155493e-01	-6.439324e-01
2.680000e+00	-1.246175e+00	-8.441285e-01	-8.315456e-01	-1.110223e-16	0.000000e+00	8.326673e-17	-1.518105e+00	2.465534e-01	-7.254889e-01
2.690000e+00	-1.278060e+00	-8.670965e-01	-8.526175e-01	0.000000e+00	-8.326673e-17	1.110223e-16	-1.500650e+00	1.771326e-01	-8.054676e-01
2.700000e+00	-1.309373e+00	-8.897852e-01	-8.732920e-01	0.000000e+00	2.775558e-17	1.387779e-16	-1.483629e+00	1.074761e-01	-8.838849e-01
2.710000e+00	-1.340102e+00	-9.121869e-01	-8.935604e-01	0.000000e+00	2.775558e-17	1.110223e-16	-1.467185e+00	3.776649e-02	-9.607797e-01
2.720000e+00	-1.370234e+00	-9.342940e-01	-9.134144e-01	0.000000e+00	0.000000e+00	-2.775558e-17	-1.451444e+00	-3.182143e-02	-1.036207e+00
2.730000e+00	-1.399758e+00	-9.560990e-01	-9.328461e-01	0.000000e+00	-5.551115e-17	1.387779e-16	-1.436518e+00	-1.011220e-01	-1.110231e+00
2.740000e+00	-1.428662e+00	-9.775943e-01	-9.518475e-01	0.000000e+00	-2.775558e-17	1.387779e-16	-1.422502e+00	-1.699797e-01	-1.182925e+00
2.750000e+00	-1.456935e+00	-9.987726e-01	-9.704113e-01	1.110223e-16	2.775558e-17	1.110223e-16	-1.409471e+00	-2.382497e-01	-1.254363e+00
2.760000e+00	-1.484566e+00	-1.019627e+00	-9.885302e-01	0.000000e+00	-8.326673e-17	8.326673e-17	-1.397486e+00	-3.057990e-01	-1.324620e+00
2.770000e+00	-1.511545e+00	-1.040149e+00	-1.006197e+00	0.000000e+00	0.000000e+00	2.775558e-17	-1.386587e+00	-3.725065e-01	-1.393766e+00
2.780000e+00	-1.537861e+00	-1.060333e+00	-1.023406e+00	1.110223e-16	0.000000e+00	5.551115e-17	-1.376799e+00	-4.382638e-01	-1.461870e+00
2.790000e+00	-1.563505e+00	-1.080171e+00	-1.040150e+00	0.000000e+00	0.000000e+00	2.775558e-17	-1.368130e+00	-5.029746e-01	-1.528996e+00
2.800000e+00	-1.588468e+00	-1.099657e+00	-1.056424e+00	1.110223e-16	0.000000e+00	5.551115e-17	-1.360569e+00	-5.665552e-01	-1.595200e+00
2.810000e+00	-1.612742e+00	-1.118784e+00	-1.072221e+00	0.000000e+00	2.775558e-17	-8.326673e-17	-1.354093e+00	-6.289340e-01	-1.660531e+00
2.820000e+00	-1.636317e+00	-1.137545e+00	-1.087536e+00	0.000000e+00	-5.551115e-17	8.326673e-17	-1.348665e+00	-6.900509e-01	-1.725036e+00
2.830000e+00	-1.659186e+00	-1.155933e+00	-1.102365e+00	-1.110223e-16	-5.551115e-17	-1.665335e-16	-1.344232e+00	-7.498566e-01	-1.788749e+00
2.840000e+00	-1.681342e+00	-1.173943e+00	-1.116702e+00	-2.220446e-16	0.000000e+00	1.942890e-16	-1.340733e+00	-8.083120e-01	-1.851703e+00
2.850000e+00	-1.702777e+00	-1.191567e+00	-1.130542e+00	1.110223e-16	-5.551115e-17	3.053113e-16	-1.338095e+00	-8.653871e-01	-1.913922e+00
2.860000e+00	-1.723484e+00	-1.208800e+00	-1.143882e+00	1.110223e-16	-5.551115e-17	1.387779e-16	-1.336241e+00	-9.210598e-01	-1.975425e+00
2.870000e+00	-1.743458e+00	-1.225636e+00	-1.156718e+00	0.000000e+00	5.551115e-17	1.387779e-16	-1.335084e+00	-9.753150e-01	-2.036225e+00
2.880000e+00	-1.762693e+00	-1.242069e+00	-1.169045e+00	-1.110223e-16	0.000000e+00	2.498002e-16	-1.334535e+00	-1.028143e+00	-2.096333e+00
2.890000e+00	-1.781183e+00	-1.258092e+00	-1.180862e+00	0.000000e+00	0.000000e+00	3.053113e-16	-1.334502e+00	-1.079539e+00	-2.155753e+00
2.900000e+00	-1.798923e+00	-1.273701e+00	-1.192164e+00	0.000000e+00	5.551115e-17	8.326673e-17	-1.334893e+00	-1.129501e+00	-2.214487e+00
2.910000e+00	-1.815908e+00	-1.288890e+00	-1.202949e+00	-2.220446e-16	-5.551115e-17	-5.551115e-17	-1.335616e+00	-1.178028e+00	-2.272533e+00
2.920000e+00	-1.832135e+00	-1.303653e+00	-1.213215e+00	0.000000e+00	0.000000e+00	5.551115e-17	-1.336584e+00	-1.225122e+00	-2.329886e+00
2.930000e+00	-1.847600e+00	-1.317986e+00	-1.222960e+00	2.220446e-16	0.000000e+00	5.551115e-17	-1.337713e+00	-1.270782e+00	-2.386539e+00
2.940000e+00	-1.862299e+00	-1.331883e+00	-1.232181e+00	0.000000e+00	5.551115e-17	1.665335e-16	-1.338923e+00	-1.315008e+00	-2.442479e+00
2.950000e+00	-1.876230e+00	-1.345339e+00	-1.240877e+00	0.000000e+00	1.110223e-16	2.775558e-17	-1.340143e+00	-1.357796e+00	-2.497693e+00
2.960000e+00	-1.889389e+00	-1.358350e+00	-1.249048e+00	-2.220446e-16	0.000000e+00	2.498002e-16	-1.341311e+00	-1.399141e+00	-2.552161e+00
2.970000e+00	-1.901775e+00	-1.370911e+00	-1.256692e+00	2.220446e-16	5.551115e-17	0.000000e+00	-1.342370e+00	-1.439031e+00	-2.605858e+00
2.980000e+00	-1.913387e+00	-1.383017e+00	-1.263808e+00	0.000000e+00	0.000000e+00	5.551115e-17	-1.343275e+00	-1.477455e+00	-2.658754e+00
2.990000e+00	-1.924222e+00	-1.394664e+00	-1.270396e+00	0.000000e+00	-1.110223e-16	0.000000e+00	-1.343990e+00	-1.514391e+00	-2.710807e+00
3.000000e+00	-1.934280e+00	-1.405848e+00	-1.276456e+00	-2.220446e-16	0.000000e+00	2.775558e-16	-1.344489e+00	-1.549818e+00	-2.761968e+00
3.010000e+00	-1.943560e+00	-1.416565e+00	-1.281988e+00	-2.220446e-16	1.110223e-16	8.326673e-17	-1.344755e+00	-1.583707e+00	-2.812175e+00
3.020000e+00	-1.952062e+00	-1.426811e+00	-1.286993e+00	4.440892e-16	0.000000e+00	1.942890e-16	-1.344783e+00	-1.616025e+00	-2.861350e+00
3.030000e+00	-1.959787e+00	-1.436582e+00	-1.291471e+00	0.000000e+00	-5.551115e-17	2.220446e-16	-1.344576e+00	-1.646733e+00	-2.909396e+00
3.040000e+00	-1.966733e+00	-1.445874e+00	-1.295423e+00	2.220446e-16	0.000000e+00	1.942890e-16	-1.344149e+00	-1.675788e+00	-2.956198e+00
3.050000e+00	-1.972904e+00	-1.454684e+00	-1.298851e+00	0.000000e+00	-5.551115e-17	-2.775558e-17	-1.343523e+00	-1.703145e+00	-3.001613e+00
3.060000e+00	-1.978299e+00	-1.463008e+00	-1.301755e+00	4.440892e-16	0.000000e+00	1.387779e-17	-1.342728e+00	-1.728751e+00	-3.045474e+00
3.070000e+00	-1.982920e+00	-1.470844e+00	-1.304137e+00	0.000000e+00	5.551115e-17	-2.775558e-17	-1.341805e+00	-1.752551e+00	-3.087585e+00
3.080000e+00	-1.986770e+00	-1.478187e+00	-1.306000e+00	0.000000e+00	-1.110223e-16	8.326673e-17	-1.340797e+00	-1.774487e+00	-3.127716e+00
3.090000e+00	-1.989849e+00	-1.485036e+00	-1.307346e+00	2.220446e-16	5.551115e-17	-5.551115e-17	-1.339759e+00	-1.794498e+00	-3.165606e+00
3.100000e+00	-1.992161e+00	-1.491386e+00	-1.308176e+00	0.000000e+00	-5.551115e-17	1.249001e-16	-1.338746e+00	-1.812520e+00	-3.200961e+00
3.110000e+00	-1.993709e+00	-1.497235e+00	-1.308493e+00	0.000000e+00	0.000000e+00	1.110223e-16	-1.337821e+00	-1.828490e+00	-3.233456e+00
3.120000e+00	-1.994495e+00	-1.502581e+00	-1.308300e+00	2.220446e-16	-1.110223e-16	-2.359224e-16	-1.337051e+00	-1.842338e+00	-3.262738e+00
3.130000e+00	-1.994522e+00	-1.507421e+00	-1.307600e+00	2.220446e-16	5.551115e-17	1.942890e-16	-1.336505e+00	-1.853999e+00	-3.288431e+00
3.140000e+00	-1.993795e+00	-1.511751e+00	-1.306396e+00	0.000000e+00	5.551115e-17	2.220446e-16	-1.336254e+00	-1.863403e+00	-3.310144e+00
3.150000e+00	-1.992317e+00	-1.515570e+00	-1.304692e+00	-2.220446e-16	-5.551115e-17	5.551115e-17	-1.336372e+00	-1.870483e+00	-3.327482e+00
3.160000e+00	-1.990092e+00	-1.518875e+00	-1.302490e+00	-2.220446e-16	1.110223e-16	0.000000e+00	-1.336931e+00	-1.875171e+00	-3.340056e+00
3.170000e+00	-1.987124e+00	-1.521664e+00	-1.299794e+00	2.220446e-16	0.000000e+00	3.608225e-16	-1.338006e+00	-1.877399e+00	-3.347497e+00
3.180000e+00	-1.983417e+00	-1.523935e+00	-1.296609e+00	-2.220446e-16	-5.551115e-17	-4.163336e-17	-1.339669e+00	-1.877101e+00	-3.349474e+00
3.190000e+00	-1.978978e+00	-1.525684e+00	-1.292937e+00	0.000000e+00	0.000000e+00	2.359224e-16	-1.341990e+00	-1.874213e+00	-3.345704e+00
3.200000e+00	-1.973809e+00	-1.526910e+00	-1.288784e+00	0.000000e+00	-5.551115e-17	1.457168e-16	-1.345037e+00	-1.868673e+00	-3.335971e+00
3.210000e+00	-1.967916e+00	-1.527611e+00	-1.284152e+00	0.000000e+00	0.000000e+00	-5.551115e-17	-1.348874e+00	-1.860421e+00	-3.320136e+00
3.220000e+00	-1.961305e+00	-1.527785e+00	-1.279048e+00	4.440892e-16	-5.551115e-17	-3.469447e-17	-1.353562e+00	-1.849401e+00	-3.298148e+00
3.230000e+00	-1.953980e+00	-1.527428e+00	-1.273474e+00	-2.220446e-16	-1.110223e-16	8.326673e-17	-1.359156e+00	-1.835560e+00	-3.270049e+00
3.240000e+00	-1.945947e+00	-1.526539e+00	-1.267435e+00	0.000000e+00	-5.551115e-17	2.775558e-17	-1.365703e+00	-1.818851e+00	-3.235976e+00
3.250000e+00	-1.937211e+00	-1.525116e+00	-1.260936e+00	2.220446e-16	0.000000e+00	-3.816392e-17	-1.373243e+00	-1.799232e+00	-3.196157e+00
3.260000e+00	-1.927778e+00	-1.523156e+00	-1.253982e+00	0.000000e+00	2.220446e-16	2.359224e-16	-1.381809e+00	-1.776668e+00	-3.150906e+00
3.270000e+00	-1.917654e+00	-1.520657e+00	-1.246577e+00	-2.220446e-16	-1.110223e-16	4.857226e-17	-1.391422e+00	-1.751134e+00	-3.100607e+00
3.280000e+00	-1.906845e+00	-1.517617e+00	-1.238726e+00	4.440892e-16	-5.551115e-17	-2.428613e-17	-1.402090e+00	-1.722614e+00	-3.045700e+00
3.290000e+00	-1.895356e+00	-1.514032e+00	-1.230434e+00	0.000000e+00	-2.775558e-16	1.791102e-16	-1.413807e+00	-1.691108e+00	-2.986665e+00
3.300000e+00	-1.883192e+00	-1.509901e+00	-1.221706e+00	-2.220446e-16	-5.551115e-17	3.460773e-16	-1.426553e+00	-1.656626e+00	-2.924003e+00
3.310000e+00	-1.870361e+00	-1.505220e+00	-1.212546e+00	0.000000e+00	-5.551115e-17	2.203099e-16	-1.440286e+00	-1.619200e+00	-2.858219e+00
3.320000e+00	-1.856867e+00	-1.499988e+00	-1.202960e+00	-2.220446e-16	-1.110223e-16	-4.510281e-17	-1.454946e+00	-1.578882e+00	-2.789800e+00
3.330000e+00	-1.842717e+00	-1.494200e+00	-1.192952e+00	2.220446e-16	1.110223e-16	3.712308e-16	-1.470449e+00	-1.535748e+00	-2.719210e+00
3.340000e+00	-1.827917e+00	-1.487855e+00	-1.182527e+00	2.220446e-16	0.000000e+00	9.714451e-17	-1.486685e+00	-1.489900e+00	-2.646869e+00
3.350000e+00	-1.812472e+00	-1.480948e+00	-1.171691e+00	0.000000e+00	5.551115e-17	4.857226e-17	-1.503516e+00	-1.441473e+00	-2.573147e+00
3.360000e+00	-1.796387e+00	-1.473476e+00	-1.160448e+00	0.000000e+00	-5.551115e-17	2.081668e-16	-1.520774e+00	-1.390634e+00	-2.498359e+00
3.370000e+00	-1.779669e+00	-1.465436e+00	-1.148804e+00	-2.220446e-16	-5.551115e-17	-7.632783e-17	-1.538263e+00	-1.337586e+00	-2.422764e+00
3.380000e+00	-1.762324e+00	-1.456824e+00	-1.136762e+00	0.000000e+00	-1.110223e-16	2.220446e-16	-1.555753e+00	-1.282569e+00	-2.346558e+00
3.390000e+00	-1.744356e+00	-1.447636e+00	-1.124328e+00	0.000000e+00	0.000000e+00	1.249001e-16	-1.572985e+00	-1.225862e+00	-2.269884e+00
3.400000e+00	-1.725772e+00	-1.437868e+00	-1.111507e+00	0.000000e+00	-5.551115e-17	2.359224e-16	-1.589669e+00	-1.167780e+00	-2.192828e+00
3.410000e+00	-1.706575e+00	-1.427515e+00	-1.098302e+00	0.000000e+00	5.551115e-17	1.804112e-16	-1.605492e+00	-1.108675e+00	-2.115434e+00
3.420000e+00	-1.686773e+00	-1.416573e+00	-1.084720e+00	0.000000e+00	0.000000e+00	-8.326673e-17	-1.620116e+00	-1.048928e+00	-2.037701e+00
3.430000e+00	-1.666369e+00	-1.405037e+00	-1.070765e+00	0.000000e+00	-1.110223e-16	-6.938894e-17	-1.633191e+00	-9.889476e-01	-1.959600e+00
3.440000e+00	-1.645368e+00	-1.392901e+00	-1.056440e+00	1.110223e-16	0.000000e+00	-1.804112e-16	-1.644354e+00	-9.291589e-01	-1.881077e+00
3.450000e+00	-1.623776e+00	-1.380161e+00	-1.041751e+00	1.110223e-16	0.000000e+00	6.938894e-17	-1.653243e+00	-8.699990e-01	-1.802062e+00
3.460000e+00	-1.601597e+00	-1.366810e+00	-1.026702e+00	0.000000e+00	0.000000e+00	-4.163336e-17	-1.659502e+00	-8.119059e-01	-1.722484e+00
3.470000e+00	-1.578835e+00	-1.352844e+00	-1.011297e+00	0.000000e+00	0.000000e+00	-5.551115e-17	-1.662791e+00	-7.553088e-01	-1.642274e+00
3.480000e+00	-1.555494e+00	-1.338255e+00	-9.955401e-01	1.110223e-16	2.775558e-17	6.938894e-17	-1.662792e+00	-7.006191e-01	-1.561380e+00
3.490000e+00	-1.531579e+00	-1.323037e+00	-9.794357e-01	0.000000e+00	2.775558e-17	-2.220446e-16	-1.659221e+00	-6.482204e-01	-1.479773e+00
3.500000e+00	-1.507093e+00	-1.307184e+00	-9.629876e-01	-1.110223e-16	2.775558e-17	3.885781e-16	-1.651828e+00	-5.984614e-01	-1.397459e+00
3.510000e+00	-1.482040e+00	-1.290689e+00	-9.461999e-01	1.110223e-16	0.000000e+00	-1.387779e-16	-1.640410e+00	-5.516483e-01	-1.314486e+00
3.520000e+00	-1.456425e+00	-1.273545e+00	-9.290762e-01	0.000000e+00	-2.775558e-17	-1.942890e-16	-1.624806e+00	-5.080399e-01	-1.230954e+00
3.530000e+00	-1.430249e+00	-1.255744e+00	-9.116203e-01	0.000000e+00	-2.775558e-17	-8.326673e-17	-1.604908e+00	-4.678444e-01	-1.147018e+00
3.540000e+00	-1.403517e+00	-1.237280e+00	-8.938358e-01	1.110223e-16	-5.551115e-17	-1.665335e-16	-1.580654e+00	-4.312172e-01	-1.062893e+00
3.550000e+00	-1.376232e+00	-1.218144e+00	-8.757263e-01	1.110223e-16	1.387779e-17	-5.551115e-17	-1.552032e+00	-3.982613e-01	-9.788566e-01
3.560000e+00	-1.348397e+00	-1.198330e+00	-8.572953e-01	1.110223e-16	0.000000e+00	-5.551115e-17	-1.519077e+00	-3.690280e-01	-8.952466e-01
3.570000e+00	-1.320014e+00	-1.177830e+00	-8.385461e-01	1.110223e-16	-4.163336e-17	2.775558e-17	-1.481868e+00	-3.435196e-01	-8.124547e-01
3.580000e+00	-1.291087e+00	-1.156635e+00	-8.194823e-01	0.000000e+00	-4.163336e-17	5.551115e-17	-1.440524e+00	-3.216922e-01	-7.309173e-01
3.590000e+00	-1.261619e+00	-1.134740e+00	-8.001070e-01	2.220446e-16	-1.387779e-17	5.551115e-17	-1.395203e+00	-3.034598e-01	-6.511011e-01
3.600000e+00	-1.231612e+00	-1.112136e+00	-7.804237e-01	0.000000e+00	-4.163336e-17	-1.387779e-16	-1.346095e+00	-2.886977e-01	-5.734855e-01
3.610000e+00	-1.201070e+00	-1.088817e+00	-7.604357e-01	0.000000e+00	-1.387779e-17	-2.775558e-17	-1.293421e+00	-2.772473e-01	-4.985421e-01
3.620000e+00	-1.169996e+00	-1.064776e+00	-7.401463e-01	1.110223e-16	-1.387779e-17	-1.110223e-16	-1.237425e+00	-2.689194e-01	-4.267123e-01
3.630000e+00	-1.138393e+00	-1.040006e+00	-7.195590e-01	-1.110223e-16	-4.163336e-17	-1.387779e-16	-1.178375e+00	-2.634988e-01	-3.583851e-01
3.640000e+00	-1.106264e+00	-1.014504e+00	-6.986772e-01	1.110223e-16	0.000000e+00	-5.551115e-17	-1.116560e+00	-2.607472e-01	-2.938771e-01
3.650000e+00	-1.073613e+00	-9.882628e-01	-6.775045e-01	0.000000e+00	-1.387779e-17	-2.220446e-16	-1.052280e+00	-2.604072e-01	-2.334160e-01
3.660000e+00	-1.040444e+00	-9.612795e-01	-6.560447e-01	-1.110223e-16	-1.387779e-17	-2.775558e-17	-9.858528e-01	-2.622053e-01	-1.771296e-01
3.670000e+00	-1.006762e+00	-9.335510e-01	-6.343017e-01	0.000000e+00	-2.775558e-17	-1.665335e-16	-9.176028e-01	-2.658544e-01	-1.250404e-01
3.680000e+00	-9.725724e-01	-9.050754e-01	-6.122795e-01	0.000000e+00	-1.387779e-17	-1.942890e-16	-8.478640e-01	-2.710570e-01	-7.706834e-02
3.690000e+00	-9.378798e-01	-8.758522e-01	-5.899827e-01	0.000000e+00	1.387779e-17	-1.665335e-16	-7.769757e-01	-2.775075e-01	-3.303794e-02
3.700000e+00	-9.026908e-01	-8.458825e-01	-5.674157e-01	0.000000e+00	-1.387779e-17	-1.387779e-16	-7.052805e-01	-2.848945e-01	7.307888e-03
3.710000e+00	-8.670125e-01	-8.151689e-01	-5.445838e-01	0.000000e+00	1.387779e-17	-1.110223e-16	-6.331223e-01	-2.929034e-01	4.429095e-02
3.720000e+00	-8.308528e-01	-7.837160e-01	-5.214921e-01	0.000000e+00	-2.775558e-17	8.326673e-17	-5.608442e-01	-3.012183e-01	7.827856e-02
3.730000e+00	-7.942205e-01	-7.515302e-01	-4.981467e-01	0.000000e+00	-2.775558e-17	-1.665335e-16	-4.887864e-01	-3.095245e-01	1.096639e-01
3.740000e+00	-7.571256e-01	-7.186205e-01	-4.745537e-01	5.551115e-17	-1.387779e-17	-5.551115e-17	-4.172847e-01	-3.175107e-01	1.388476e-01
