"DMS_Project"

"Time      "	".A1.Translational_Displacement.Y"	".D1.Translational_Displacement.Y"	".M1.Translational_Displacement.Y"	".O1.Translational_Displacement.Y"	".H7.Translational_Displacement.Y"	".N5.Translational_Displacement.Y"	".C2.Translational_Displacement.Y"	".G2.Translational_Displacement.Y"	".K3.Translational_Displacement.Y"
1.390000e+00	-2.251253e+00	-6.748173e-01	-1.628888e+00	-2.903677e-12	-2.000000e-01	-8.000000e-01	-1.716664e+00	2.841814e-01	-2.163134e+00
1.400000e+00	-2.232649e+00	-6.598035e-01	-1.616833e+00	-2.773559e-12	-2.000000e-01	-8.000000e-01	-1.701493e+00	2.998410e-01	-2.135819e+00
1.410000e+00	-2.213912e+00	-6.447388e-01	-1.604683e+00	-2.653877e-12	-2.000000e-01	-8.000000e-01	-1.686303e+00	3.154016e-01	-2.108724e+00
1.420000e+00	-2.195048e+00	-6.296287e-01	-1.592443e+00	-2.541412e-12	-2.000000e-01	-8.000000e-01	-1.671104e+00	3.308538e-01	-2.081859e+00
1.430000e+00	-2.176064e+00	-6.144787e-01	-1.580117e+00	-2.436051e-12	-2.000000e-01	-8.000000e-01	-1.655906e+00	3.461873e-01	-2.055239e+00
1.440000e+00	-2.156967e+00	-5.992943e-01	-1.567709e+00	-2.338352e-12	-2.000000e-01	-8.000000e-01	-1.640716e+00	3.613917e-01	-2.028874e+00
1.450000e+00	-2.137763e+00	-5.840809e-01	-1.555223e+00	-2.246536e-12	-2.000000e-01	-8.000000e-01	-1.625542e+00	3.764556e-01	-2.002777e+00
1.460000e+00	-2.118461e+00	-5.688439e-01	-1.542665e+00	-2.160050e-12	-2.000000e-01	-8.000000e-01	-1.610390e+00	3.913673e-01	-1.976959e+00
1.470000e+00	-2.099065e+00	-5.535888e-01	-1.530039e+00	-2.080558e-12	-2.000000e-01	-8.000000e-01	-1.595264e+00	4.061141e-01	-1.951432e+00
1.480000e+00	-2.079584e+00	-5.383208e-01	-1.517348e+00	-2.004508e-12	-2.000000e-01	-8.000000e-01	-1.580166e+00	4.206823e-01	-1.926206e+00
1.490000e+00	-2.060025e+00	-5.230453e-01	-1.504599e+00	-1.934120e-12	-2.000000e-01	-8.000000e-01	-1.565099e+00	4.350575e-01	-1.901292e+00
1.500000e+00	-2.040394e+00	-5.077676e-01	-1.491795e+00	-1.868394e-12	-2.000000e-01	-8.000000e-01	-1.550061e+00	4.492242e-01	-1.876700e+00
1.510000e+00	-2.020699e+00	-4.924930e-01	-1.478941e+00	-1.805223e-12	-2.000000e-01	-8.000000e-01	-1.535050e+00	4.631660e-01	-1.852439e+00
1.520000e+00	-2.000948e+00	-4.772268e-01	-1.466042e+00	-1.747602e-12	-2.000000e-01	-8.000000e-01	-1.520062e+00	4.768654e-01	-1.828520e+00
1.530000e+00	-1.981146e+00	-4.619743e-01	-1.453103e+00	-1.691869e-12	-2.000000e-01	-8.000000e-01	-1.505090e+00	4.903038e-01	-1.804950e+00
1.540000e+00	-1.961301e+00	-4.467405e-01	-1.440128e+00	-1.638356e-12	-2.000000e-01	-8.000000e-01	-1.490127e+00	5.034617e-01	-1.781738e+00
1.550000e+00	-1.941422e+00	-4.315309e-01	-1.427123e+00	-1.589839e-12	-2.000000e-01	-8.000000e-01	-1.475162e+00	5.163187e-01	-1.758893e+00
1.560000e+00	-1.921515e+00	-4.163505e-01	-1.414092e+00	-1.541545e-12	-2.000000e-01	-8.000000e-01	-1.460183e+00	5.288534e-01	-1.736423e+00
1.570000e+00	-1.901588e+00	-4.012045e-01	-1.401040e+00	-1.496359e-12	-2.000000e-01	-8.000000e-01	-1.445177e+00	5.410438e-01	-1.714334e+00
1.580000e+00	-1.881647e+00	-3.860980e-01	-1.387973e+00	-1.454059e-12	-2.000000e-01	-8.000000e-01	-1.430128e+00	5.528669e-01	-1.692635e+00
1.590000e+00	-1.861702e+00	-3.710362e-01	-1.374895e+00	-1.413425e-12	-2.000000e-01	-8.000000e-01	-1.415019e+00	5.642995e-01	-1.671333e+00
1.600000e+00	-1.841758e+00	-3.560240e-01	-1.361811e+00	-1.374678e-12	-2.000000e-01	-8.000000e-01	-1.399832e+00	5.753178e-01	-1.650435e+00
1.610000e+00	-1.821825e+00	-3.410667e-01	-1.348726e+00	-1.336820e-12	-2.000000e-01	-8.000000e-01	-1.384546e+00	5.858977e-01	-1.629949e+00
1.620000e+00	-1.801909e+00	-3.261691e-01	-1.335647e+00	-1.300848e-12	-2.000000e-01	-8.000000e-01	-1.369140e+00	5.960153e-01	-1.609882e+00
1.630000e+00	-1.782018e+00	-3.113364e-01	-1.322576e+00	-1.266431e-12	-2.000000e-01	-8.000000e-01	-1.353593e+00	6.056465e-01	-1.590242e+00
1.640000e+00	-1.762160e+00	-2.965734e-01	-1.309521e+00	-1.232681e-12	-2.000000e-01	-8.000000e-01	-1.337882e+00	6.147679e-01	-1.571038e+00
1.650000e+00	-1.742342e+00	-2.818851e-01	-1.296485e+00	-1.200817e-12	-2.000000e-01	-8.000000e-01	-1.321985e+00	6.233565e-01	-1.552278e+00
1.660000e+00	-1.722573e+00	-2.672765e-01	-1.283475e+00	-1.169620e-12	-2.000000e-01	-8.000000e-01	-1.305877e+00	6.313899e-01	-1.533974e+00
1.670000e+00	-1.702860e+00	-2.527524e-01	-1.270495e+00	-1.138978e-12	-2.000000e-01	-8.000000e-01	-1.289537e+00	6.388471e-01	-1.516133e+00
1.680000e+00	-1.683210e+00	-2.383177e-01	-1.257551e+00	-1.110334e-12	-2.000000e-01	-8.000000e-01	-1.272941e+00	6.457080e-01	-1.498770e+00
1.690000e+00	-1.663632e+00	-2.239771e-01	-1.244648e+00	-1.080691e-12	-2.000000e-01	-8.000000e-01	-1.256067e+00	6.519540e-01	-1.481894e+00
1.700000e+00	-1.644133e+00	-2.097355e-01	-1.231791e+00	-1.052269e-12	-2.000000e-01	-8.000000e-01	-1.238894e+00	6.575683e-01	-1.465521e+00
1.710000e+00	-1.624721e+00	-1.955976e-01	-1.218985e+00	-1.025291e-12	-2.000000e-01	-8.000000e-01	-1.221402e+00	6.625358e-01	-1.449664e+00
1.720000e+00	-1.605404e+00	-1.815680e-01	-1.206236e+00	-9.982015e-13	-2.000000e-01	-8.000000e-01	-1.203573e+00	6.668433e-01	-1.434338e+00
1.730000e+00	-1.586190e+00	-1.676516e-01	-1.193549e+00	-9.712231e-13	-2.000000e-01	-8.000000e-01	-1.185389e+00	6.704799e-01	-1.419559e+00
1.740000e+00	-1.567086e+00	-1.538527e-01	-1.180929e+00	-9.442447e-13	-2.000000e-01	-8.000000e-01	-1.166836e+00	6.734372e-01	-1.405345e+00
1.750000e+00	-1.548100e+00	-1.401762e-01	-1.168382e+00	-9.197088e-13	-2.000000e-01	-8.000000e-01	-1.147901e+00	6.757090e-01	-1.391713e+00
1.760000e+00	-1.529240e+00	-1.266264e-01	-1.155912e+00	-8.938406e-13	-2.000000e-01	-8.000000e-01	-1.128573e+00	6.772918e-01	-1.378680e+00
1.770000e+00	-1.510514e+00	-1.132079e-01	-1.143526e+00	-8.685275e-13	-2.000000e-01	-8.000000e-01	-1.108844e+00	6.781846e-01	-1.366266e+00
1.780000e+00	-1.491929e+00	-9.992512e-02	-1.131228e+00	-8.429923e-13	-2.000000e-01	-8.000000e-01	-1.088708e+00	6.783893e-01	-1.354486e+00
1.790000e+00	-1.473493e+00	-8.678245e-02	-1.119024e+00	-8.190115e-13	-2.000000e-01	-8.000000e-01	-1.068164e+00	6.779105e-01	-1.343358e+00
1.800000e+00	-1.455213e+00	-7.378423e-02	-1.106918e+00	-7.950307e-13	-2.000000e-01	-8.000000e-01	-1.047210e+00	6.767555e-01	-1.332896e+00
1.810000e+00	-1.437098e+00	-6.093475e-02	-1.094916e+00	-7.698286e-13	-2.000000e-01	-8.000000e-01	-1.025851e+00	6.749344e-01	-1.323112e+00
1.820000e+00	-1.419155e+00	-4.823827e-02	-1.083024e+00	-7.469581e-13	-2.000000e-01	-8.000000e-01	-1.004092e+00	6.724601e-01	-1.314014e+00
1.830000e+00	-1.401391e+00	-3.569896e-02	-1.071246e+00	-7.220891e-13	-2.000000e-01	-8.000000e-01	-9.819430e-01	6.693483e-01	-1.305606e+00
1.840000e+00	-1.383814e+00	-2.332096e-02	-1.059587e+00	-6.988854e-13	-2.000000e-01	-8.000000e-01	-9.594155e-01	6.656171e-01	-1.297886e+00
1.850000e+00	-1.366431e+00	-1.110833e-02	-1.048053e+00	-6.755707e-13	-2.000000e-01	-8.000000e-01	-9.365252e-01	6.612873e-01	-1.290844e+00
1.860000e+00	-1.349250e+00	9.348892e-04	-1.036649e+00	-6.518119e-13	-2.000000e-01	-8.000000e-01	-9.132903e-01	6.563824e-01	-1.284464e+00
1.870000e+00	-1.332278e+00	1.280476e-02	-1.025380e+00	-6.296630e-13	-2.000000e-01	-8.000000e-01	-8.897323e-01	6.509280e-01	-1.278721e+00
1.880000e+00	-1.315522e+00	2.449737e-02	-1.014250e+00	-6.060707e-13	-2.000000e-01	-8.000000e-01	-8.658755e-01	6.449521e-01	-1.273578e+00
1.890000e+00	-1.298989e+00	3.600890e-02	-1.003265e+00	-5.838663e-13	-2.000000e-01	-8.000000e-01	-8.417470e-01	6.384850e-01	-1.268990e+00
1.900000e+00	-1.282687e+00	4.733556e-02	-9.924289e-01	6.106227e-16	-2.000000e-01	-8.000000e-01	-8.173768e-01	6.315589e-01	-1.264902e+00
1.910000e+00	-1.266623e+00	5.847366e-02	-9.817477e-01	1.665335e-16	-2.000000e-01	-8.000000e-01	-7.927976e-01	6.242081e-01	-1.261249e+00
1.920000e+00	-1.250803e+00	6.941955e-02	-9.712257e-01	-3.330669e-16	-2.000000e-01	-8.000000e-01	-7.680448e-01	6.164686e-01	-1.257960e+00
1.930000e+00	-1.235234e+00	8.016966e-02	-9.608676e-01	-7.216450e-16	-2.000000e-01	-8.000000e-01	-7.431562e-01	6.083785e-01	-1.254955e+00
1.940000e+00	-1.219924e+00	9.072047e-02	-9.506783e-01	4.996004e-16	-2.000000e-01	-8.000000e-01	-7.181722e-01	5.999770e-01	-1.252152e+00
1.950000e+00	-1.204879e+00	1.010686e-01	-9.406622e-01	-6.661338e-16	-2.000000e-01	-8.000000e-01	-6.931356e-01	5.913054e-01	-1.249468e+00
1.960000e+00	-1.190105e+00	1.112106e-01	-9.308239e-01	0.000000e+00	-2.000000e-01	-8.000000e-01	-6.680914e-01	5.824061e-01	-1.246818e+00
1.970000e+00	-1.175609e+00	1.211432e-01	-9.211680e-01	-8.881784e-16	-2.000000e-01	-8.000000e-01	-6.430868e-01	5.733232e-01	-1.244126e+00
1.980000e+00	-1.161398e+00	1.308632e-01	-9.116990e-01	-4.996004e-16	-2.000000e-01	-8.000000e-01	-6.181714e-01	5.641019e-01	-1.241317e+00
1.990000e+00	-1.147477e+00	1.403674e-01	-9.024210e-01	-7.216450e-16	-2.000000e-01	-8.000000e-01	-5.933965e-01	5.547891e-01	-1.238328e+00
2.000000e+00	-1.133853e+00	1.496528e-01	-8.933385e-01	3.885781e-16	-2.000000e-01	-8.000000e-01	-5.688159e-01	5.454327e-01	-1.235103e+00
2.010000e+00	-1.120532e+00	1.587163e-01	-8.844556e-01	6.106227e-16	-2.000000e-01	-8.000000e-01	-5.444852e-01	5.360820e-01	-1.231600e+00
2.020000e+00	-1.107519e+00	1.675551e-01	-8.757764e-01	-5.551115e-17	-2.000000e-01	-8.000000e-01	-5.204620e-01	5.267875e-01	-1.227786e+00
2.030000e+00	-1.094822e+00	1.761662e-01	-8.673050e-01	-6.661338e-16	-2.000000e-01	-8.000000e-01	-4.968059e-01	5.176011e-01	-1.223639e+00
2.040000e+00	-1.082444e+00	1.845470e-01	-8.590454e-01	0.000000e+00	-2.000000e-01	-8.000000e-01	-4.735784e-01	5.085759e-01	-1.219148e+00
2.050000e+00	-1.070393e+00	1.926946e-01	-8.510014e-01	6.661338e-16	-2.000000e-01	-8.000000e-01	-4.508426e-01	4.997662e-01	-1.214312e+00
2.060000e+00	-1.058673e+00	2.006066e-01	-8.431767e-01	5.551115e-17	-2.000000e-01	-8.000000e-01	-4.286635e-01	4.912273e-01	-1.209139e+00
2.070000e+00	-1.047289e+00	2.082803e-01	-8.355751e-01	4.440892e-16	-2.000000e-01	-8.000000e-01	-4.071076e-01	4.830158e-01	-1.203644e+00
2.080000e+00	-1.036247e+00	2.157133e-01	-8.282001e-01	-8.881784e-16	-2.000000e-01	-8.000000e-01	-3.862426e-01	4.751889e-01	-1.197849e+00
2.090000e+00	-1.025552e+00	2.229033e-01	-8.210553e-01	6.106227e-16	-2.000000e-01	-8.000000e-01	-3.661373e-01	4.678046e-01	-1.191780e+00
2.100000e+00	-1.015208e+00	2.298479e-01	-8.141439e-01	3.330669e-16	-2.000000e-01	-8.000000e-01	-3.468609e-01	4.609211e-01	-1.185468e+00
2.110000e+00	-1.005221e+00	2.365449e-01	-8.074693e-01	-3.330669e-16	-2.000000e-01	-8.000000e-01	-3.284829e-01	4.545964e-01	-1.178946e+00
2.120000e+00	-9.955939e-01	2.429922e-01	-8.010346e-01	3.330669e-16	-2.000000e-01	-8.000000e-01	-3.110720e-01	4.488877e-01	-1.172247e+00
2.130000e+00	-9.863324e-01	2.491877e-01	-7.948429e-01	3.330669e-16	-2.000000e-01	-8.000000e-01	-2.946953e-01	4.438508e-01	-1.165409e+00
2.140000e+00	-9.774401e-01	2.551296e-01	-7.888972e-01	-1.338374e-13	-2.000000e-01	-8.000000e-01	-2.794177e-01	4.395392e-01	-1.158464e+00
2.150000e+00	-9.689214e-01	2.608158e-01	-7.832002e-01	-1.220690e-13	-2.000000e-01	-8.000000e-01	-2.653005e-01	4.360031e-01	-1.151448e+00
2.160000e+00	-9.607799e-01	2.662446e-01	-7.777548e-01	-1.116329e-13	-2.000000e-01	-8.000000e-01	-2.524003e-01	4.332885e-01	-1.144390e+00
2.170000e+00	-9.530195e-01	2.714142e-01	-7.725634e-01	-1.016964e-13	-2.000000e-01	-8.000000e-01	-2.407678e-01	4.314358e-01	-1.137320e+00
2.180000e+00	-9.456436e-01	2.763231e-01	-7.676287e-01	-9.126033e-14	-2.000000e-01	-8.000000e-01	-2.304466e-01	4.304793e-01	-1.130262e+00
2.190000e+00	-9.386558e-01	2.809697e-01	-7.629529e-01	-8.154588e-14	-2.000000e-01	-8.000000e-01	-2.214722e-01	4.304456e-01	-1.123236e+00
2.200000e+00	-9.320592e-01	2.853525e-01	-7.585384e-01	-7.205347e-14	-2.000000e-01	-8.000000e-01	-2.138707e-01	4.313534e-01	-1.116259e+00
2.210000e+00	-9.258568e-01	2.894702e-01	-7.543872e-01	-6.367129e-14	-2.000000e-01	-8.000000e-01	-2.076587e-01	4.332126e-01	-1.109342e+00
2.220000e+00	-9.200515e-01	2.933215e-01	-7.505014e-01	-5.628831e-14	-2.000000e-01	-8.000000e-01	-2.028425e-01	4.360239e-01	-1.102489e+00
2.230000e+00	-9.146460e-01	2.969050e-01	-7.468827e-01	-4.846124e-14	-2.000000e-01	-8.000000e-01	-1.994182e-01	4.397790e-01	-1.095701e+00
2.240000e+00	-9.096427e-01	3.002198e-01	-7.435331e-01	-4.157785e-14	-2.000000e-01	-8.000000e-01	-1.973719e-01	4.444611e-01	-1.088973e+00
2.250000e+00	-9.050440e-01	3.032648e-01	-7.404540e-01	-3.622103e-14	-2.000000e-01	-8.000000e-01	-1.966806e-01	4.500450e-01	-1.082295e+00
2.260000e+00	-9.008519e-01	3.060390e-01	-7.376470e-01	-3.000378e-14	-2.000000e-01	-8.000000e-01	-1.973128e-01	4.564983e-01	-1.075653e+00
2.270000e+00	-8.970685e-01	3.085416e-01	-7.351135e-01	-2.553513e-14	-2.000000e-01	-8.000000e-01	-1.992298e-01	4.637822e-01	-1.069028e+00
2.280000e+00	-8.936955e-01	3.107718e-01	-7.328546e-01	-1.998401e-14	-2.000000e-01	-8.000000e-01	-2.023865e-01	4.718529e-01	-1.062400e+00
2.290000e+00	-8.907344e-01	3.127288e-01	-7.308715e-01	-1.579292e-14	-2.000000e-01	-8.000000e-01	-2.067331e-01	4.806620e-01	-1.055744e+00
2.300000e+00	-8.881867e-01	3.144121e-01	-7.291651e-01	-1.232348e-14	-2.000000e-01	-8.000000e-01	-2.122160e-01	4.901585e-01	-1.049034e+00
2.310000e+00	-8.860534e-01	3.158212e-01	-7.277362e-01	-9.270362e-15	-2.000000e-01	-8.000000e-01	-2.187789e-01	5.002888e-01	-1.042246e+00
2.320000e+00	-8.843356e-01	3.169556e-01	-7.265856e-01	-5.717649e-15	-2.000000e-01	-8.000000e-01	-2.263637e-01	5.109982e-01	-1.035351e+00
2.330000e+00	-8.830340e-01	3.178149e-01	-7.257138e-01	-4.579670e-15	-2.000000e-01	-8.000000e-01	-2.349116e-01	5.222316e-01	-1.028326e+00
2.340000e+00	-8.821494e-01	3.183989e-01	-7.251212e-01	-1.942890e-15	-2.000000e-01	-8.000000e-01	-2.443636e-01	5.339335e-01	-1.021147e+00
2.350000e+00	-8.816820e-01	3.187074e-01	-7.248081e-01	-3.330669e-16	-2.000000e-01	-8.000000e-01	-2.546610e-01	5.460493e-01	-1.013795e+00
2.360000e+00	-8.816321e-01	3.187403e-01	-7.247747e-01	2.775558e-16	-2.000000e-01	-8.000000e-01	-2.657459e-01	5.585249e-01	-1.006253e+00
2.370000e+00	-8.819997e-01	3.184977e-01	-7.250210e-01	4.440892e-16	-2.000000e-01	-8.000000e-01	-2.775615e-01	5.713073e-01	-9.985129e-01
2.380000e+00	-8.827848e-01	3.179795e-01	-7.255468e-01	-4.440892e-16	-2.000000e-01	-8.000000e-01	-2.900523e-01	5.843445e-01	-9.905700e-01
2.390000e+00	-8.839867e-01	3.171859e-01	-7.263520e-01	-6.938894e-16	-2.000000e-01	-8.000000e-01	-3.031642e-01	5.975861e-01	-9.824287e-01
2.400000e+00	-8.856052e-01	3.161172e-01	-7.274360e-01	-2.831069e-15	-2.000000e-01	-8.000000e-01	-3.168448e-01	6.109825e-01	-9.741016e-01
2.410000e+00	-8.876393e-01	3.147737e-01	-7.287985e-01	-3.080869e-15	-2.000000e-01	-8.000000e-01	-3.310431e-01	6.244858e-01	-9.656105e-01
2.420000e+00	-8.900881e-01	3.131559e-01	-7.304386e-01	-5.828671e-15	-2.000000e-01	-8.000000e-01	-3.457098e-01	6.380492e-01	-9.569874e-01
2.430000e+00	-8.929506e-01	3.112642e-01	-7.323557e-01	-9.020562e-15	-2.000000e-01	-8.000000e-01	-3.607973e-01	6.516270e-01	-9.482741e-01
2.440000e+00	-8.962254e-01	3.090992e-01	-7.345488e-01	-1.171285e-14	-2.000000e-01	-8.000000e-01	-3.762594e-01	6.651747e-01	-9.395220e-01
2.450000e+00	-8.999109e-01	3.066616e-01	-7.370169e-01	-1.534883e-14	-2.000000e-01	-8.000000e-01	-3.920518e-01	6.786493e-01	-9.307922e-01
2.460000e+00	-9.040054e-01	3.039522e-01	-7.397587e-01	-2.034484e-14	-2.000000e-01	-8.000000e-01	-4.081317e-01	6.920084e-01	-9.221534e-01
2.470000e+00	-9.085072e-01	3.009719e-01	-7.427729e-01	-2.364775e-14	-2.000000e-01	-8.000000e-01	-4.244579e-01	7.052112e-01	-9.136810e-01
2.480000e+00	-9.134140e-01	2.977214e-01	-7.460580e-01	-2.908784e-14	-2.000000e-01	-8.000000e-01	-4.409909e-01	7.182177e-01	-9.054549e-01
2.490000e+00	-9.187237e-01	2.942019e-01	-7.496125e-01	-3.541611e-14	-2.000000e-01	-8.000000e-01	-4.576929e-01	7.309892e-01	-8.975576e-01
2.500000e+00	-9.244337e-01	2.904145e-01	-7.534347e-01	-4.279910e-14	-2.000000e-01	-8.000000e-01	-4.745278e-01	7.434881e-01	-8.900713e-01
2.510000e+00	-9.305415e-01	2.863604e-01	-7.575227e-01	-4.890532e-14	-2.000000e-01	-8.000000e-01	-4.914613e-01	7.556778e-01	-8.830764e-01
2.520000e+00	-9.370442e-01	2.820408e-01	-7.618745e-01	-5.695444e-14	-2.000000e-01	-8.000000e-01	-5.084608e-01	7.675234e-01	-8.766486e-01
2.530000e+00	-9.439389e-01	2.774571e-01	-7.664880e-01	-6.400436e-14	-2.000000e-01	-8.000000e-01	-5.254956e-01	7.789908e-01	-8.708576e-01
2.540000e+00	-9.512223e-01	2.726107e-01	-7.713611e-01	-7.382983e-14	-2.000000e-01	-8.000000e-01	-5.425370e-01	7.900475e-01	-8.657656e-01
2.550000e+00	-9.588912e-01	2.675032e-01	-7.764914e-01	-8.271162e-14	-2.000000e-01	-8.000000e-01	-5.595581e-01	8.006623e-01	-8.614261e-01
2.560000e+00	-9.669419e-01	2.621362e-01	-7.818763e-01	-9.220402e-14	-2.000000e-01	-8.000000e-01	-5.765341e-01	8.108057e-01	-8.578836e-01
2.570000e+00	-9.753709e-01	2.565113e-01	-7.875135e-01	-1.031952e-13	-2.000000e-01	-8.000000e-01	-5.934423e-01	8.204495e-01	-8.551736e-01
2.580000e+00	-9.841743e-01	2.506304e-01	-7.934000e-01	-1.152411e-13	-2.000000e-01	-8.000000e-01	-6.102619e-01	8.295674e-01	-8.533225e-01
2.590000e+00	-9.933480e-01	2.444953e-01	-7.995332e-01	-1.262324e-13	-2.000000e-01	-8.000000e-01	-6.269745e-01	8.381346e-01	-8.523489e-01
2.600000e+00	-1.002888e+00	2.381079e-01	-8.059101e-01	-1.391665e-13	-2.000000e-01	-8.000000e-01	-6.435637e-01	8.461283e-01	-8.522638e-01
2.610000e+00	-1.012790e+00	2.314704e-01	-8.125277e-01	-1.519895e-13	-2.000000e-01	-8.000000e-01	-6.600153e-01	8.535273e-01	-8.530719e-01
2.620000e+00	-1.023049e+00	2.245847e-01	-8.193828e-01	3.885781e-16	-2.000000e-01	-8.000000e-01	-6.763173e-01	8.603125e-01	-8.547723e-01
2.630000e+00	-1.033660e+00	2.174532e-01	-8.264722e-01	-1.665335e-16	-2.000000e-01	-8.000000e-01	-6.924597e-01	8.664667e-01	-8.573598e-01
2.640000e+00	-1.044620e+00	2.100780e-01	-8.337925e-01	-5.551115e-16	-2.000000e-01	-8.000000e-01	-7.084349e-01	8.719746e-01	-8.608257e-01
2.650000e+00	-1.055922e+00	2.024616e-01	-8.413403e-01	-1.110223e-16	-2.000000e-01	-8.000000e-01	-7.242372e-01	8.768231e-01	-8.651584e-01
2.660000e+00	-1.067563e+00	1.946063e-01	-8.491120e-01	-5.551115e-17	-2.000000e-01	-8.000000e-01	-7.398630e-01	8.810009e-01	-8.703445e-01
2.670000e+00	-1.079535e+00	1.865147e-01	-8.571039e-01	-8.326673e-16	-2.000000e-01	-8.000000e-01	-7.553105e-01	8.844989e-01	-8.763695e-01
2.680000e+00	-1.091835e+00	1.781894e-01	-8.653124e-01	-3.885781e-16	-2.000000e-01	-8.000000e-01	-7.705801e-01	8.873098e-01	-8.832180e-01
2.690000e+00	-1.104457e+00	1.696330e-01	-8.737336e-01	-1.110223e-16	-2.000000e-01	-8.000000e-01	-7.856736e-01	8.894285e-01	-8.908741e-01
2.700000e+00	-1.117395e+00	1.608484e-01	-8.823634e-01	-8.326673e-16	-2.000000e-01	-8.000000e-01	-8.005945e-01	8.908517e-01	-8.993221e-01
2.710000e+00	-1.130643e+00	1.518383e-01	-8.911980e-01	-6.661338e-16	-2.000000e-01	-8.000000e-01	-8.153481e-01	8.915779e-01	-9.085467e-01
2.720000e+00	-1.144195e+00	1.426056e-01	-9.002333e-01	-5.551115e-17	-2.000000e-01	-8.000000e-01	-8.299406e-01	8.916074e-01	-9.185328e-01
2.730000e+00	-1.158045e+00	1.331534e-01	-9.094649e-01	-5.551115e-16	-2.000000e-01	-8.000000e-01	-8.443797e-01	8.909424e-01	-9.292661e-01
2.740000e+00	-1.172188e+00	1.234847e-01	-9.188888e-01	-3.713141e-13	-2.000000e-01	-8.000000e-01	-8.586740e-01	8.895865e-01	-9.407330e-01
2.750000e+00	-1.186616e+00	1.136026e-01	-9.285004e-01	-3.918532e-13	-2.000000e-01	-8.000000e-01	-8.728330e-01	8.875448e-01	-9.529205e-01
2.760000e+00	-1.201324e+00	1.035103e-01	-9.382955e-01	-4.128364e-13	-2.000000e-01	-8.000000e-01	-8.868669e-01	8.848239e-01	-9.658163e-01
2.770000e+00	-1.216306e+00	9.321117e-02	-9.482695e-01	-4.327649e-13	-2.000000e-01	-8.000000e-01	-9.007863e-01	8.814316e-01	-9.794092e-01
2.780000e+00	-1.231553e+00	8.270848e-02	-9.584179e-01	-4.545808e-13	-2.000000e-01	-8.000000e-01	-9.146023e-01	8.773769e-01	-9.936882e-01
2.790000e+00	-1.247061e+00	7.200566e-02	-9.687361e-01	-4.769518e-13	-2.000000e-01	-8.000000e-01	-9.283260e-01	8.726698e-01	-1.008643e+00
2.800000e+00	-1.262821e+00	6.110622e-02	-9.792194e-01	-4.985456e-13	-2.000000e-01	-8.000000e-01	-9.419686e-01	8.673212e-01	-1.024265e+00
2.810000e+00	-1.278828e+00	5.001371e-02	-9.898630e-01	-5.216938e-13	-2.000000e-01	-8.000000e-01	-9.555410e-01	8.613427e-01	-1.040544e+00
2.820000e+00	-1.295073e+00	3.873176e-02	-1.000662e+00	-5.436207e-13	-2.000000e-01	-8.000000e-01	-9.690540e-01	8.547467e-01	-1.057473e+00
2.830000e+00	-1.311552e+00	2.726406e-02	-1.011612e+00	-5.667133e-13	-2.000000e-01	-8.000000e-01	-9.825177e-01	8.475461e-01	-1.075042e+00
2.840000e+00	-1.328255e+00	1.561436e-02	-1.022708e+00	-5.911382e-13	-2.000000e-01	-8.000000e-01	-9.959417e-01	8.397541e-01	-1.093245e+00
2.850000e+00	-1.345176e+00	3.786485e-03	-1.033944e+00	-6.134537e-13	-2.000000e-01	-8.000000e-01	-1.009335e+00	8.313844e-01	-1.112074e+00
2.860000e+00	-1.362308e+00	-8.215681e-03	-1.045317e+00	-6.371570e-13	-2.000000e-01	-8.000000e-01	-1.022706e+00	8.224510e-01	-1.131521e+00
2.870000e+00	-1.379643e+00	-2.038820e-02	-1.056820e+00	-6.605827e-13	-2.000000e-01	-8.000000e-01	-1.036062e+00	8.129680e-01	-1.151580e+00
2.880000e+00	-1.397175e+00	-3.272706e-02	-1.068450e+00	-6.850076e-13	-2.000000e-01	-8.000000e-01	-1.049410e+00	8.029495e-01	-1.172244e+00
2.890000e+00	-1.414895e+00	-4.522821e-02	-1.080200e+00	-7.088774e-13	-2.000000e-01	-8.000000e-01	-1.062755e+00	7.924099e-01	-1.193505e+00
2.900000e+00	-1.432796e+00	-5.788752e-02	-1.092065e+00	-7.344125e-13	-2.000000e-01	-8.000000e-01	-1.076101e+00	7.813635e-01	-1.215356e+00
2.910000e+00	-1.450871e+00	-7.070083e-02	-1.104041e+00	-7.579493e-13	-2.000000e-01	-8.000000e-01	-1.089454e+00	7.698246e-01	-1.237792e+00
2.920000e+00	-1.469111e+00	-8.366390e-02	-1.116122e+00	-7.829293e-13	-2.000000e-01	-8.000000e-01	-1.102815e+00	7.578077e-01	-1.260805e+00
2.930000e+00	-1.487511e+00	-9.677246e-02	-1.128304e+00	-8.079093e-13	-2.000000e-01	-8.000000e-01	-1.116186e+00	7.453270e-01	-1.284387e+00
2.940000e+00	-1.506061e+00	-1.100222e-01	-1.140580e+00	-8.331114e-13	-2.000000e-01	-8.000000e-01	-1.129569e+00	7.323968e-01	-1.308533e+00
2.950000e+00	-1.524754e+00	-1.234087e-01	-1.152946e+00	-8.579804e-13	-2.000000e-01	-8.000000e-01	-1.142964e+00	7.190316e-01	-1.333235e+00
2.960000e+00	-1.543583e+00	-1.369275e-01	-1.165396e+00	-8.837375e-13	-2.000000e-01	-8.000000e-01	-1.156372e+00	7.052457e-01	-1.358484e+00
