"DMS_Project"

"Time      "	".A1.Translational_Displacement.X"	".D1.Translational_Displacement.X"	".M1.Translational_Displacement.X"	".O1.Translational_Displacement.X"	".H7.Translational_Displacement.X"	".N5.Translational_Displacement.X"	".C2.Translational_Displacement.X"	".G2.Translational_Displacement.X"	".K3.Translational_Displacement.X"
1.620000e+00	2.961946e+00	2.212151e+00	1.945777e+00	2.949418e-12	4.000000e-01	1.000000e-01	2.259180e+00	1.825401e+00	3.423601e+00
1.630000e+00	2.973956e+00	2.214288e+00	1.954685e+00	2.923439e-12	4.000000e-01	1.000000e-01	2.275122e+00	1.815361e+00	3.435715e+00
1.640000e+00	2.985765e+00	2.216313e+00	1.963455e+00	2.899458e-12	4.000000e-01	1.000000e-01	2.291649e+00	1.804662e+00	3.447796e+00
1.650000e+00	2.997373e+00	2.218229e+00	1.972087e+00	2.876144e-12	4.000000e-01	1.000000e-01	2.308741e+00	1.793332e+00	3.459840e+00
1.660000e+00	3.008777e+00	2.220037e+00	1.980579e+00	2.853939e-12	4.000000e-01	1.000000e-01	2.326377e+00	1.781404e+00	3.471844e+00
1.670000e+00	3.019978e+00	2.221737e+00	1.988930e+00	2.832401e-12	4.000000e-01	1.000000e-01	2.344530e+00	1.768912e+00	3.483803e+00
1.680000e+00	3.030974e+00	2.223332e+00	1.997139e+00	2.810863e-12	4.000000e-01	1.000000e-01	2.363172e+00	1.755894e+00	3.495712e+00
1.690000e+00	3.041764e+00	2.224822e+00	2.005206e+00	2.790657e-12	4.000000e-01	1.000000e-01	2.382274e+00	1.742386e+00	3.507566e+00
1.700000e+00	3.052348e+00	2.226210e+00	2.013130e+00	2.770451e-12	4.000000e-01	1.000000e-01	2.401804e+00	1.728431e+00	3.519357e+00
1.710000e+00	3.062724e+00	2.227497e+00	2.020910e+00	2.749800e-12	4.000000e-01	1.000000e-01	2.421727e+00	1.714070e+00	3.531078e+00
1.720000e+00	3.072894e+00	2.228684e+00	2.028545e+00	2.729372e-12	4.000000e-01	1.000000e-01	2.442007e+00	1.699347e+00	3.542719e+00
1.730000e+00	3.082856e+00	2.229774e+00	2.036036e+00	2.709166e-12	4.000000e-01	1.000000e-01	2.462606e+00	1.684306e+00	3.554273e+00
1.740000e+00	3.092611e+00	2.230769e+00	2.043381e+00	2.688072e-12	4.000000e-01	1.000000e-01	2.483484e+00	1.668994e+00	3.565728e+00
1.750000e+00	3.102158e+00	2.231670e+00	2.050581e+00	2.666312e-12	4.000000e-01	1.000000e-01	2.504601e+00	1.653456e+00	3.577072e+00
1.760000e+00	3.111499e+00	2.232480e+00	2.057636e+00	2.644773e-12	4.000000e-01	1.000000e-01	2.525914e+00	1.637740e+00	3.588292e+00
1.770000e+00	3.120633e+00	2.233200e+00	2.064545e+00	2.622125e-12	4.000000e-01	1.000000e-01	2.547381e+00	1.621892e+00	3.599373e+00
1.780000e+00	3.129560e+00	2.233834e+00	2.071310e+00	2.598810e-12	4.000000e-01	1.000000e-01	2.568958e+00	1.605959e+00	3.610299e+00
1.790000e+00	3.138283e+00	2.234383e+00	2.077928e+00	2.573941e-12	4.000000e-01	1.000000e-01	2.590601e+00	1.589988e+00	3.621051e+00
1.800000e+00	3.146801e+00	2.234850e+00	2.084402e+00	2.548406e-12	4.000000e-01	1.000000e-01	2.612265e+00	1.574025e+00	3.631608e+00
1.810000e+00	3.155115e+00	2.235238e+00	2.090731e+00	2.521761e-12	4.000000e-01	1.000000e-01	2.633906e+00	1.558114e+00	3.641948e+00
1.820000e+00	3.163226e+00	2.235548e+00	2.096917e+00	2.493783e-12	4.000000e-01	1.000000e-01	2.655480e+00	1.542299e+00	3.652046e+00
1.830000e+00	3.171136e+00	2.235783e+00	2.102958e+00	2.464917e-12	4.000000e-01	1.000000e-01	2.676943e+00	1.526623e+00	3.661875e+00
1.840000e+00	3.178846e+00	2.235946e+00	2.108856e+00	2.434053e-12	4.000000e-01	1.000000e-01	2.698253e+00	1.511126e+00	3.671407e+00
1.850000e+00	3.186356e+00	2.236040e+00	2.114612e+00	2.402301e-12	4.000000e-01	1.000000e-01	2.719366e+00	1.495848e+00	3.680610e+00
1.860000e+00	3.193669e+00	2.236068e+00	2.120226e+00	2.368328e-12	4.000000e-01	1.000000e-01	2.740243e+00	1.480827e+00	3.689455e+00
1.870000e+00	3.200787e+00	2.236031e+00	2.125699e+00	2.333245e-12	4.000000e-01	1.000000e-01	2.760843e+00	1.466097e+00	3.697910e+00
1.880000e+00	3.207710e+00	2.235934e+00	2.131032e+00	2.296829e-12	4.000000e-01	1.000000e-01	2.781128e+00	1.451692e+00	3.705947e+00
1.890000e+00	3.214440e+00	2.235778e+00	2.136226e+00	2.258416e-12	4.000000e-01	1.000000e-01	2.801061e+00	1.437641e+00	3.713540e+00
1.900000e+00	3.220980e+00	2.235567e+00	2.141281e+00	4.440892e-16	4.000000e-01	1.000000e-01	2.820608e+00	1.423974e+00	3.720664e+00
1.910000e+00	3.227331e+00	2.235303e+00	2.146199e+00	2.220446e-16	4.000000e-01	1.000000e-01	2.839735e+00	1.410716e+00	3.727302e+00
1.920000e+00	3.233495e+00	2.234990e+00	2.150981e+00	-2.220446e-16	4.000000e-01	1.000000e-01	2.858411e+00	1.397890e+00	3.733444e+00
1.930000e+00	3.239475e+00	2.234630e+00	2.155628e+00	-2.220446e-16	4.000000e-01	1.000000e-01	2.876607e+00	1.385516e+00	3.739086e+00
1.940000e+00	3.245271e+00	2.234227e+00	2.160141e+00	0.000000e+00	4.000000e-01	1.000000e-01	2.894297e+00	1.373612e+00	3.744231e+00
1.950000e+00	3.250887e+00	2.233783e+00	2.164522e+00	-2.220446e-16	4.000000e-01	1.000000e-01	2.911455e+00	1.362193e+00	3.748895e+00
1.960000e+00	3.256325e+00	2.233301e+00	2.168771e+00	0.000000e+00	4.000000e-01	1.000000e-01	2.928059e+00	1.351272e+00	3.753098e+00
1.970000e+00	3.261586e+00	2.232784e+00	2.172890e+00	0.000000e+00	4.000000e-01	1.000000e-01	2.944087e+00	1.340857e+00	3.756869e+00
1.980000e+00	3.266673e+00	2.232235e+00	2.176880e+00	0.000000e+00	4.000000e-01	1.000000e-01	2.959523e+00	1.330956e+00	3.760245e+00
1.990000e+00	3.271589e+00	2.231658e+00	2.180742e+00	0.000000e+00	4.000000e-01	1.000000e-01	2.974349e+00	1.321573e+00	3.763266e+00
2.000000e+00	3.276336e+00	2.231054e+00	2.184479e+00	2.220446e-16	4.000000e-01	1.000000e-01	2.988552e+00	1.312709e+00	3.765977e+00
2.010000e+00	3.280916e+00	2.230428e+00	2.188090e+00	0.000000e+00	4.000000e-01	1.000000e-01	3.002119e+00	1.304364e+00	3.768424e+00
2.020000e+00	3.285331e+00	2.229781e+00	2.191578e+00	0.000000e+00	4.000000e-01	1.000000e-01	3.015041e+00	1.296533e+00	3.770652e+00
2.030000e+00	3.289584e+00	2.229118e+00	2.194945e+00	2.220446e-16	4.000000e-01	1.000000e-01	3.027308e+00	1.289212e+00	3.772706e+00
2.040000e+00	3.293678e+00	2.228439e+00	2.198190e+00	-2.220446e-16	4.000000e-01	1.000000e-01	3.038915e+00	1.282392e+00	3.774627e+00
2.050000e+00	3.297614e+00	2.227750e+00	2.201317e+00	2.220446e-16	4.000000e-01	1.000000e-01	3.049857e+00	1.276063e+00	3.776454e+00
2.060000e+00	3.301395e+00	2.227051e+00	2.204326e+00	2.220446e-16	4.000000e-01	1.000000e-01	3.060129e+00	1.270213e+00	3.778218e+00
2.070000e+00	3.305024e+00	2.226347e+00	2.207219e+00	0.000000e+00	4.000000e-01	1.000000e-01	3.069731e+00	1.264827e+00	3.779949e+00
2.080000e+00	3.308503e+00	2.225639e+00	2.209997e+00	-2.220446e-16	4.000000e-01	1.000000e-01	3.078662e+00	1.259889e+00	3.781668e+00
2.090000e+00	3.311834e+00	2.224930e+00	2.212661e+00	4.440892e-16	4.000000e-01	1.000000e-01	3.086923e+00	1.255382e+00	3.783393e+00
2.100000e+00	3.315019e+00	2.224223e+00	2.215213e+00	0.000000e+00	4.000000e-01	1.000000e-01	3.094515e+00	1.251287e+00	3.785138e+00
2.110000e+00	3.318061e+00	2.223521e+00	2.217655e+00	-2.220446e-16	4.000000e-01	1.000000e-01	3.101441e+00	1.247584e+00	3.786911e+00
2.120000e+00	3.320963e+00	2.222826e+00	2.219987e+00	2.220446e-16	4.000000e-01	1.000000e-01	3.107706e+00	1.244252e+00	3.788716e+00
2.130000e+00	3.323725e+00	2.222140e+00	2.222212e+00	2.220446e-16	4.000000e-01	1.000000e-01	3.113314e+00	1.241270e+00	3.790557e+00
2.140000e+00	3.326351e+00	2.221465e+00	2.224329e+00	8.617551e-13	4.000000e-01	1.000000e-01	3.118270e+00	1.238616e+00	3.792431e+00
2.150000e+00	3.328842e+00	2.220805e+00	2.226342e+00	8.000267e-13	4.000000e-01	1.000000e-01	3.122582e+00	1.236270e+00	3.794336e+00
2.160000e+00	3.331201e+00	2.220161e+00	2.228250e+00	7.391865e-13	4.000000e-01	1.000000e-01	3.126255e+00	1.234211e+00	3.796268e+00
2.170000e+00	3.333430e+00	2.219535e+00	2.230055e+00	6.794565e-13	4.000000e-01	1.000000e-01	3.129298e+00	1.232421e+00	3.798224e+00
2.180000e+00	3.335530e+00	2.218929e+00	2.231759e+00	6.212808e-13	4.000000e-01	1.000000e-01	3.131718e+00	1.230882e+00	3.800198e+00
2.190000e+00	3.337503e+00	2.218345e+00	2.233361e+00	5.648815e-13	4.000000e-01	1.000000e-01	3.133524e+00	1.229580e+00	3.802186e+00
2.200000e+00	3.339351e+00	2.217786e+00	2.234865e+00	5.100365e-13	4.000000e-01	1.000000e-01	3.134724e+00	1.228501e+00	3.804185e+00
2.210000e+00	3.341076e+00	2.217252e+00	2.236269e+00	4.567458e-13	4.000000e-01	1.000000e-01	3.135328e+00	1.227637e+00	3.806192e+00
2.220000e+00	3.342679e+00	2.216746e+00	2.237576e+00	4.058975e-13	4.000000e-01	1.000000e-01	3.135343e+00	1.226980e+00	3.808208e+00
2.230000e+00	3.344162e+00	2.216269e+00	2.238787e+00	3.574918e-13	4.000000e-01	1.000000e-01	3.134780e+00	1.226528e+00	3.810230e+00
2.240000e+00	3.345527e+00	2.215822e+00	2.239901e+00	3.113065e-13	4.000000e-01	1.000000e-01	3.133647e+00	1.226280e+00	3.812261e+00
2.250000e+00	3.346774e+00	2.215408e+00	2.240921e+00	2.680078e-13	4.000000e-01	1.000000e-01	3.131952e+00	1.226238e+00	3.814302e+00
2.260000e+00	3.347905e+00	2.215026e+00	2.241847e+00	2.273737e-13	4.000000e-01	1.000000e-01	3.129705e+00	1.226410e+00	3.816354e+00
2.270000e+00	3.348920e+00	2.214679e+00	2.242679e+00	1.894040e-13	4.000000e-01	1.000000e-01	3.126911e+00	1.226802e+00	3.818420e+00
2.280000e+00	3.349822e+00	2.214367e+00	2.243418e+00	1.549871e-13	4.000000e-01	1.000000e-01	3.123580e+00	1.227426e+00	3.820501e+00
2.290000e+00	3.350611e+00	2.214091e+00	2.244065e+00	1.234568e-13	4.000000e-01	1.000000e-01	3.119718e+00	1.228293e+00	3.822598e+00
2.300000e+00	3.351287e+00	2.213853e+00	2.244620e+00	9.547918e-14	4.000000e-01	1.000000e-01	3.115331e+00	1.229417e+00	3.824709e+00
2.310000e+00	3.351852e+00	2.213652e+00	2.245084e+00	7.061018e-14	4.000000e-01	1.000000e-01	3.110426e+00	1.230814e+00	3.826829e+00
2.320000e+00	3.352305e+00	2.213490e+00	2.245456e+00	4.973799e-14	4.000000e-01	1.000000e-01	3.105008e+00	1.232497e+00	3.828954e+00
2.330000e+00	3.352648e+00	2.213367e+00	2.245738e+00	3.219647e-14	4.000000e-01	1.000000e-01	3.099083e+00	1.234483e+00	3.831073e+00
2.340000e+00	3.352881e+00	2.213283e+00	2.245929e+00	1.865175e-14	4.000000e-01	1.000000e-01	3.092657e+00	1.236787e+00	3.833172e+00
2.350000e+00	3.353004e+00	2.213239e+00	2.246031e+00	8.881784e-15	4.000000e-01	1.000000e-01	3.085734e+00	1.239424e+00	3.835235e+00
2.360000e+00	3.353017e+00	2.213234e+00	2.246041e+00	2.442491e-15	4.000000e-01	1.000000e-01	3.078321e+00	1.242408e+00	3.837238e+00
2.370000e+00	3.352921e+00	2.213269e+00	2.245962e+00	0.000000e+00	4.000000e-01	1.000000e-01	3.070423e+00	1.245753e+00	3.839156e+00
2.380000e+00	3.352714e+00	2.213343e+00	2.245792e+00	1.554312e-15	4.000000e-01	1.000000e-01	3.062047e+00	1.249471e+00	3.840958e+00
2.390000e+00	3.352397e+00	2.213457e+00	2.245532e+00	6.661338e-15	4.000000e-01	1.000000e-01	3.053199e+00	1.253574e+00	3.842611e+00
2.400000e+00	3.351970e+00	2.213610e+00	2.245181e+00	1.598721e-14	4.000000e-01	1.000000e-01	3.043887e+00	1.258071e+00	3.844076e+00
2.410000e+00	3.351432e+00	2.213802e+00	2.244739e+00	2.886580e-14	4.000000e-01	1.000000e-01	3.034119e+00	1.262971e+00	3.845315e+00
2.420000e+00	3.350782e+00	2.214031e+00	2.244206e+00	4.507505e-14	4.000000e-01	1.000000e-01	3.023905e+00	1.268280e+00	3.846287e+00
2.430000e+00	3.350021e+00	2.214298e+00	2.243581e+00	6.528111e-14	4.000000e-01	1.000000e-01	3.013255e+00	1.274004e+00	3.846951e+00
2.440000e+00	3.349146e+00	2.214601e+00	2.242864e+00	8.926193e-14	4.000000e-01	1.000000e-01	3.002182e+00	1.280144e+00	3.847268e+00
2.450000e+00	3.348158e+00	2.214940e+00	2.242054e+00	1.163514e-13	4.000000e-01	1.000000e-01	2.990697e+00	1.286702e+00	3.847203e+00
2.460000e+00	3.347055e+00	2.215313e+00	2.241151e+00	1.469935e-13	4.000000e-01	1.000000e-01	2.978816e+00	1.293678e+00	3.846725e+00
2.470000e+00	3.345835e+00	2.215720e+00	2.240154e+00	1.809664e-13	4.000000e-01	1.000000e-01	2.966554e+00	1.301067e+00	3.845809e+00
2.480000e+00	3.344499e+00	2.216159e+00	2.239062e+00	2.180478e-13	4.000000e-01	1.000000e-01	2.953929e+00	1.308865e+00	3.844436e+00
2.490000e+00	3.343045e+00	2.216629e+00	2.237874e+00	2.577938e-13	4.000000e-01	1.000000e-01	2.940959e+00	1.317064e+00	3.842596e+00
2.500000e+00	3.341470e+00	2.217129e+00	2.236590e+00	3.004264e-13	4.000000e-01	1.000000e-01	2.927666e+00	1.325655e+00	3.840288e+00
2.510000e+00	3.339774e+00	2.217656e+00	2.235209e+00	3.461675e-13	4.000000e-01	1.000000e-01	2.914071e+00	1.334626e+00	3.837516e+00
2.520000e+00	3.337956e+00	2.218209e+00	2.233729e+00	3.939071e-13	4.000000e-01	1.000000e-01	2.900197e+00	1.343963e+00	3.834295e+00
2.530000e+00	3.336013e+00	2.218787e+00	2.232151e+00	4.443113e-13	4.000000e-01	1.000000e-01	2.886071e+00	1.353649e+00	3.830643e+00
2.540000e+00	3.333943e+00	2.219388e+00	2.230471e+00	4.964917e-13	4.000000e-01	1.000000e-01	2.871718e+00	1.363667e+00	3.826586e+00
2.550000e+00	3.331745e+00	2.220009e+00	2.228690e+00	5.508927e-13	4.000000e-01	1.000000e-01	2.857167e+00	1.373994e+00	3.822154e+00
2.560000e+00	3.329418e+00	2.220650e+00	2.226807e+00	6.072920e-13	4.000000e-01	1.000000e-01	2.842447e+00	1.384610e+00	3.817379e+00
2.570000e+00	3.326958e+00	2.221306e+00	2.224820e+00	6.648015e-13	4.000000e-01	1.000000e-01	2.827589e+00	1.395489e+00	3.812296e+00
2.580000e+00	3.324365e+00	2.221978e+00	2.222727e+00	7.238654e-13	4.000000e-01	1.000000e-01	2.812625e+00	1.406605e+00	3.806939e+00
2.590000e+00	3.321635e+00	2.222661e+00	2.220528e+00	7.844836e-13	4.000000e-01	1.000000e-01	2.797587e+00	1.417930e+00	3.801343e+00
2.600000e+00	3.318767e+00	2.223354e+00	2.218222e+00	8.455459e-13	4.000000e-01	1.000000e-01	2.782510e+00	1.429433e+00	3.795540e+00
2.610000e+00	3.315759e+00	2.224055e+00	2.215807e+00	9.077183e-13	4.000000e-01	1.000000e-01	2.767427e+00	1.441083e+00	3.789563e+00
2.620000e+00	3.312608e+00	2.224761e+00	2.213281e+00	2.220446e-16	4.000000e-01	1.000000e-01	2.752374e+00	1.452848e+00	3.783440e+00
2.630000e+00	3.309312e+00	2.225469e+00	2.210643e+00	2.220446e-16	4.000000e-01	1.000000e-01	2.737386e+00	1.464693e+00	3.777199e+00
2.640000e+00	3.305869e+00	2.226178e+00	2.207893e+00	0.000000e+00	4.000000e-01	1.000000e-01	2.722498e+00	1.476583e+00	3.770863e+00
2.650000e+00	3.302276e+00	2.226883e+00	2.205028e+00	0.000000e+00	4.000000e-01	1.000000e-01	2.707746e+00	1.488482e+00	3.764455e+00
2.660000e+00	3.298531e+00	2.227584e+00	2.202047e+00	0.000000e+00	4.000000e-01	1.000000e-01	2.693166e+00	1.500354e+00	3.757993e+00
2.670000e+00	3.294632e+00	2.228276e+00	2.198948e+00	0.000000e+00	4.000000e-01	1.000000e-01	2.678792e+00	1.512162e+00	3.751495e+00
2.680000e+00	3.290577e+00	2.228957e+00	2.195731e+00	0.000000e+00	4.000000e-01	1.000000e-01	2.664659e+00	1.523869e+00	3.744976e+00
2.690000e+00	3.286362e+00	2.229624e+00	2.192394e+00	-2.220446e-16	4.000000e-01	1.000000e-01	2.650800e+00	1.535438e+00	3.738448e+00
2.700000e+00	3.281986e+00	2.230275e+00	2.188935e+00	0.000000e+00	4.000000e-01	1.000000e-01	2.637249e+00	1.546832e+00	3.731924e+00
2.710000e+00	3.277445e+00	2.230907e+00	2.185353e+00	-2.220446e-16	4.000000e-01	1.000000e-01	2.624036e+00	1.558014e+00	3.725411e+00
2.720000e+00	3.272739e+00	2.231516e+00	2.181646e+00	0.000000e+00	4.000000e-01	1.000000e-01	2.611192e+00	1.568948e+00	3.718919e+00
2.730000e+00	3.267863e+00	2.232100e+00	2.177814e+00	-2.220446e-16	4.000000e-01	1.000000e-01	2.598746e+00	1.579600e+00	3.712453e+00
2.740000e+00	3.262817e+00	2.232656e+00	2.173855e+00	1.709299e-12	4.000000e-01	1.000000e-01	2.586724e+00	1.589936e+00	3.706020e+00
2.750000e+00	3.257598e+00	2.233180e+00	2.169767e+00	1.765255e-12	4.000000e-01	1.000000e-01	2.575152e+00	1.599924e+00	3.699623e+00
2.760000e+00	3.252202e+00	2.233671e+00	2.165549e+00	1.819656e-12	4.000000e-01	1.000000e-01	2.564054e+00	1.609532e+00	3.693265e+00
2.770000e+00	3.246629e+00	2.234124e+00	2.161200e+00	1.873390e-12	4.000000e-01	1.000000e-01	2.553450e+00	1.618731e+00	3.686947e+00
2.780000e+00	3.240876e+00	2.234538e+00	2.156719e+00	1.924683e-12	4.000000e-01	1.000000e-01	2.543360e+00	1.627494e+00	3.680672e+00
2.790000e+00	3.234940e+00	2.234908e+00	2.152104e+00	1.974643e-12	4.000000e-01	1.000000e-01	2.533800e+00	1.635795e+00	3.674437e+00
2.800000e+00	3.228821e+00	2.235233e+00	2.147354e+00	2.023270e-12	4.000000e-01	1.000000e-01	2.524786e+00	1.643610e+00	3.668242e+00
2.810000e+00	3.222515e+00	2.235509e+00	2.142468e+00	2.069678e-12	4.000000e-01	1.000000e-01	2.516328e+00	1.650919e+00	3.662084e+00
2.820000e+00	3.216020e+00	2.235733e+00	2.137446e+00	2.115197e-12	4.000000e-01	1.000000e-01	2.508437e+00	1.657702e+00	3.655959e+00
2.830000e+00	3.209335e+00	2.235902e+00	2.132285e+00	2.158052e-12	4.000000e-01	1.000000e-01	2.501120e+00	1.663942e+00	3.649862e+00
2.840000e+00	3.202458e+00	2.236013e+00	2.126986e+00	2.199574e-12	4.000000e-01	1.000000e-01	2.494382e+00	1.669627e+00	3.643786e+00
2.850000e+00	3.195388e+00	2.236065e+00	2.121546e+00	2.239542e-12	4.000000e-01	1.000000e-01	2.488224e+00	1.674743e+00	3.637726e+00
2.860000e+00	3.188121e+00	2.236053e+00	2.115966e+00	2.277956e-12	4.000000e-01	1.000000e-01	2.482647e+00	1.679283e+00	3.631672e+00
2.870000e+00	3.180658e+00	2.235975e+00	2.110244e+00	2.314593e-12	4.000000e-01	1.000000e-01	2.477648e+00	1.683239e+00	3.625615e+00
2.880000e+00	3.172996e+00	2.235828e+00	2.104380e+00	2.349232e-12	4.000000e-01	1.000000e-01	2.473222e+00	1.686607e+00	3.619545e+00
2.890000e+00	3.165134e+00	2.235611e+00	2.098373e+00	2.382761e-12	4.000000e-01	1.000000e-01	2.469362e+00	1.689385e+00	3.613449e+00
2.900000e+00	3.157071e+00	2.235319e+00	2.092222e+00	2.414291e-12	4.000000e-01	1.000000e-01	2.466058e+00	1.691574e+00	3.607315e+00
2.910000e+00	3.148805e+00	2.234950e+00	2.085927e+00	2.445377e-12	4.000000e-01	1.000000e-01	2.463297e+00	1.693178e+00	3.601130e+00
2.920000e+00	3.140336e+00	2.234502e+00	2.079488e+00	2.473799e-12	4.000000e-01	1.000000e-01	2.461068e+00	1.694201e+00	3.594878e+00
2.930000e+00	3.131663e+00	2.233973e+00	2.072904e+00	2.501555e-12	4.000000e-01	1.000000e-01	2.459353e+00	1.694651e+00	3.588545e+00
2.940000e+00	3.122784e+00	2.233360e+00	2.066175e+00	2.528200e-12	4.000000e-01	1.000000e-01	2.458135e+00	1.694537e+00	3.582113e+00
2.950000e+00	3.113700e+00	2.232660e+00	2.059300e+00	2.553291e-12	4.000000e-01	1.000000e-01	2.457395e+00	1.693870e+00	3.575566e+00
2.960000e+00	3.104408e+00	2.231872e+00	2.052280e+00	2.577272e-12	4.000000e-01	1.000000e-01	2.457112e+00	1.692665e+00	3.568885e+00
2.970000e+00	3.094910e+00	2.230992e+00	2.045114e+00	2.600364e-12	4.000000e-01	1.000000e-01	2.457263e+00	1.690934e+00	3.562053e+00
2.980000e+00	3.085205e+00	2.230020e+00	2.037804e+00	2.622791e-12	4.000000e-01	1.000000e-01	2.457825e+00	1.688697e+00	3.555049e+00
2.990000e+00	3.075293e+00	2.228953e+00	2.030348e+00	2.644329e-12	4.000000e-01	1.000000e-01	2.458771e+00	1.685968e+00	3.547854e+00
3.000000e+00	3.065173e+00	2.227789e+00	2.022747e+00	2.664757e-12	4.000000e-01	1.000000e-01	2.460076e+00	1.682769e+00	3.540448e+00
3.010000e+00	3.054845e+00	2.226527e+00	2.015001e+00	2.685629e-12	4.000000e-01	1.000000e-01	2.461713e+00	1.679120e+00	3.532808e+00
3.020000e+00	3.044311e+00	2.225163e+00	2.007112e+00	2.705836e-12	4.000000e-01	1.000000e-01	2.463653e+00	1.675041e+00	3.524915e+00
3.030000e+00	3.033570e+00	2.223697e+00	1.999079e+00	2.724931e-12	4.000000e-01	1.000000e-01	2.465867e+00	1.670554e+00	3.516744e+00
3.040000e+00	3.022624e+00	2.222128e+00	1.990904e+00	2.744471e-12	4.000000e-01	1.000000e-01	2.468325e+00	1.665683e+00	3.508275e+00
3.050000e+00	3.011472e+00	2.220453e+00	1.982586e+00	2.764233e-12	4.000000e-01	1.000000e-01	2.470997e+00	1.660452e+00	3.499484e+00
3.060000e+00	3.000116e+00	2.218671e+00	1.974128e+00	2.784217e-12	4.000000e-01	1.000000e-01	2.473851e+00	1.654883e+00	3.490347e+00
3.070000e+00	2.988556e+00	2.216781e+00	1.965530e+00	2.804645e-12	4.000000e-01	1.000000e-01	2.476858e+00	1.649003e+00	3.480842e+00
3.080000e+00	2.976795e+00	2.214782e+00	1.956792e+00	2.825074e-12	4.000000e-01	1.000000e-01	2.479986e+00	1.642834e+00	3.470945e+00
3.090000e+00	2.964833e+00	2.212672e+00	1.947917e+00	2.846390e-12	4.000000e-01	1.000000e-01	2.483202e+00	1.636403e+00	3.460632e+00
3.100000e+00	2.952672e+00	2.210451e+00	1.938906e+00	2.868816e-12	4.000000e-01	1.000000e-01	2.486475e+00	1.629734e+00	3.449882e+00
3.110000e+00	2.940314e+00	2.208117e+00	1.929760e+00	2.891243e-12	4.000000e-01	1.000000e-01	2.489773e+00	1.622853e+00	3.438671e+00
3.120000e+00	2.927761e+00	2.205671e+00	1.920481e+00	2.915668e-12	4.000000e-01	1.000000e-01	2.493064e+00	1.615785e+00	3.426978e+00
3.130000e+00	2.915015e+00	2.203111e+00	1.911071e+00	2.941425e-12	4.000000e-01	1.000000e-01	2.496318e+00	1.608553e+00	3.414785e+00
3.140000e+00	2.902078e+00	2.200436e+00	1.901531e+00	2.968736e-12	4.000000e-01	1.000000e-01	2.499501e+00	1.601185e+00	3.402073e+00
3.150000e+00	2.888953e+00	2.197648e+00	1.891864e+00	2.998046e-12	4.000000e-01	1.000000e-01	2.502584e+00	1.593703e+00	3.388828e+00
3.160000e+00	2.875642e+00	2.194744e+00	1.882071e+00	3.028910e-12	4.000000e-01	1.000000e-01	2.505534e+00	1.586133e+00	3.375037e+00
3.170000e+00	2.862148e+00	2.191725e+00	1.872155e+00	3.062439e-12	4.000000e-01	1.000000e-01	2.508321e+00	1.578498e+00	3.360691e+00
3.180000e+00	2.848475e+00	2.188591e+00	1.862118e+00	3.098855e-12	4.000000e-01	1.000000e-01	2.510914e+00	1.570823e+00	3.345786e+00
3.190000e+00	2.834625e+00	2.185342e+00	1.851963e+00	3.136380e-12	4.000000e-01	1.000000e-01	2.513282e+00	1.563132e+00	3.330323e+00
3.200000e+00	2.820603e+00	2.181979e+00	1.841692e+00	3.178346e-12	4.000000e-01	1.000000e-01	2.515395e+00	1.555448e+00	3.314307e+00
3.210000e+00	2.806412e+00	2.178501e+00	1.831308e+00	3.222977e-12	4.000000e-01	1.000000e-01	2.517224e+00	1.547795e+00	3.297748e+00
3.220000e+00	2.792055e+00	2.174909e+00	1.820814e+00	4.440892e-16	4.000000e-01	1.000000e-01	2.518738e+00	1.540196e+00	3.280662e+00
3.230000e+00	2.777537e+00	2.171204e+00	1.810213e+00	-4.440892e-16	4.000000e-01	1.000000e-01	2.519907e+00	1.532675e+00	3.263073e+00
3.240000e+00	2.762863e+00	2.167386e+00	1.799509e+00	2.220446e-16	4.000000e-01	1.000000e-01	2.520703e+00	1.525254e+00	3.245006e+00
3.250000e+00	2.748036e+00	2.163457e+00	1.788704e+00	0.000000e+00	4.000000e-01	1.000000e-01	2.521095e+00	1.517956e+00	3.226495e+00
3.260000e+00	2.733062e+00	2.159418e+00	1.777803e+00	0.000000e+00	4.000000e-01	1.000000e-01	2.521055e+00	1.510806e+00	3.207577e+00
3.270000e+00	2.717945e+00	2.155269e+00	1.766808e+00	0.000000e+00	4.000000e-01	1.000000e-01	2.520553e+00	1.503826e+00	3.188292e+00
3.280000e+00	2.702691e+00	2.151013e+00	1.755724e+00	2.220446e-16	4.000000e-01	1.000000e-01	2.519560e+00	1.497040e+00	3.168687e+00
3.290000e+00	2.687305e+00	2.146650e+00	1.744555e+00	0.000000e+00	4.000000e-01	1.000000e-01	2.518048e+00	1.490472e+00	3.148808e+00
3.300000e+00	2.671793e+00	2.142183e+00	1.733304e+00	2.220446e-16	4.000000e-01	1.000000e-01	2.515986e+00	1.484145e+00	3.128705e+00
3.310000e+00	2.656161e+00	2.137613e+00	1.721976e+00	-6.661338e-16	4.000000e-01	1.000000e-01	2.513347e+00	1.478084e+00	3.108428e+00
3.320000e+00	2.640415e+00	2.132942e+00	1.710576e+00	0.000000e+00	4.000000e-01	1.000000e-01	2.510102e+00	1.472313e+00	3.088029e+00
3.330000e+00	2.624562e+00	2.128173e+00	1.699108e+00	-2.220446e-16	4.000000e-01	1.000000e-01	2.506222e+00	1.466858e+00	3.067556e+00
