"DMS_Project"

"Time      "	".A1.Translational_Displacement.X"	".D1.Translational_Displacement.X"	".M1.Translational_Displacement.X"	".O1.Translational_Displacement.X"	".H7.Translational_Displacement.X"	".N5.Translational_Displacement.X"	".C2.Translational_Displacement.X"	".G2.Translational_Displacement.X"	".K3.Translational_Displacement.X"
1.420000e+00	2.683611e+00	2.145593e+00	1.741874e+00	4.101608e-12	4.000000e-01	1.000000e-01	2.072593e+00	1.867252e+00	3.170630e+00
1.430000e+00	2.699027e+00	2.149980e+00	1.753063e+00	3.995027e-12	4.000000e-01	1.000000e-01	2.076293e+00	1.872274e+00	3.184209e+00
1.440000e+00	2.714313e+00	2.154262e+00	1.764168e+00	3.895773e-12	4.000000e-01	1.000000e-01	2.080500e+00	1.876625e+00	3.197627e+00
1.450000e+00	2.729463e+00	2.158437e+00	1.775185e+00	3.803624e-12	4.000000e-01	1.000000e-01	2.085234e+00	1.880283e+00	3.210897e+00
1.460000e+00	2.744472e+00	2.162502e+00	1.786109e+00	3.718581e-12	4.000000e-01	1.000000e-01	2.090515e+00	1.883228e+00	3.224031e+00
1.470000e+00	2.759334e+00	2.166458e+00	1.796937e+00	3.638867e-12	4.000000e-01	1.000000e-01	2.096361e+00	1.885441e+00	3.237042e+00
1.480000e+00	2.774046e+00	2.170302e+00	1.807665e+00	3.565814e-12	4.000000e-01	1.000000e-01	2.102789e+00	1.886906e+00	3.249940e+00
1.490000e+00	2.788601e+00	2.174034e+00	1.818291e+00	3.497203e-12	4.000000e-01	1.000000e-01	2.109813e+00	1.887609e+00	3.262736e+00
1.500000e+00	2.802997e+00	2.177653e+00	1.828811e+00	3.433698e-12	4.000000e-01	1.000000e-01	2.117448e+00	1.887538e+00	3.275441e+00
1.510000e+00	2.817228e+00	2.181158e+00	1.839221e+00	3.375522e-12	4.000000e-01	1.000000e-01	2.125707e+00	1.886683e+00	3.288066e+00
1.520000e+00	2.831291e+00	2.184549e+00	1.849519e+00	3.320455e-12	4.000000e-01	1.000000e-01	2.134599e+00	1.885036e+00	3.300619e+00
1.530000e+00	2.845182e+00	2.187825e+00	1.859702e+00	3.270051e-12	4.000000e-01	1.000000e-01	2.144133e+00	1.882593e+00	3.313108e+00
1.540000e+00	2.858898e+00	2.190987e+00	1.869768e+00	3.224088e-12	4.000000e-01	1.000000e-01	2.154315e+00	1.879353e+00	3.325542e+00
1.550000e+00	2.872435e+00	2.194033e+00	1.879713e+00	3.179901e-12	4.000000e-01	1.000000e-01	2.165151e+00	1.875315e+00	3.337927e+00
1.560000e+00	2.885789e+00	2.196964e+00	1.889536e+00	3.140155e-12	4.000000e-01	1.000000e-01	2.176642e+00	1.870484e+00	3.350269e+00
1.570000e+00	2.898959e+00	2.199781e+00	1.899233e+00	3.102851e-12	4.000000e-01	1.000000e-01	2.188788e+00	1.864865e+00	3.362571e+00
1.580000e+00	2.911942e+00	2.202482e+00	1.908804e+00	3.067768e-12	4.000000e-01	1.000000e-01	2.201588e+00	1.858469e+00	3.374839e+00
1.590000e+00	2.924734e+00	2.205070e+00	1.918245e+00	3.035128e-12	4.000000e-01	1.000000e-01	2.215035e+00	1.851308e+00	3.387075e+00
1.600000e+00	2.937333e+00	2.207543e+00	1.927556e+00	3.004486e-12	4.000000e-01	1.000000e-01	2.229123e+00	1.843397e+00	3.399281e+00
1.610000e+00	2.949738e+00	2.209904e+00	1.936734e+00	2.976286e-12	4.000000e-01	1.000000e-01	2.243843e+00	1.834754e+00	3.411456e+00
