"DMS_Project"

"Time      "	".A1.Translational_Acceleration.Y"	".D1.Translational_Acceleration.Y"	".M1.Translational_Acceleration.Y"	".O1.Translational_Acceleration.Y"	".H7.Translational_Acceleration.Y"	".N5.Translational_Acceleration.Y"	".C2.Translational_Acceleration.Y"	".G2.Translational_Acceleration.Y"	".K3.Translational_Acceleration.Y"
2.020000e+00	-3.146431e+00	-2.276267e+00	-2.077947e+00	0.000000e+00	0.000000e+00	5.273559e-16	-3.669279e+00	1.079911e+00	3.337417e+00
2.030000e+00	-3.203254e+00	-2.303991e+00	-2.117468e+00	0.000000e+00	-1.110223e-16	2.220446e-16	-4.283770e+00	1.610731e+00	3.445294e+00
2.040000e+00	-3.258765e+00	-2.330935e+00	-2.156098e+00	0.000000e+00	0.000000e+00	1.110223e-16	-4.916307e+00	2.153641e+00	3.455045e+00
2.050000e+00	-3.312929e+00	-2.357092e+00	-2.193810e+00	-2.220446e-16	0.000000e+00	-1.110223e-16	-5.565774e+00	2.707981e+00	3.377273e+00
2.060000e+00	-3.365712e+00	-2.382456e+00	-2.230579e+00	2.220446e-16	-1.110223e-16	3.330669e-16	-6.230569e+00	3.272662e+00	3.223942e+00
2.070000e+00	-3.417080e+00	-2.407021e+00	-2.266380e+00	-2.220446e-16	1.387779e-17	2.775558e-16	-6.908429e+00	3.845999e+00	3.007613e+00
2.080000e+00	-3.467001e+00	-2.430781e+00	-2.301189e+00	-2.220446e-16	2.775558e-17	8.881784e-16	-7.596243e+00	4.425537e+00	2.740866e+00
2.090000e+00	-3.515442e+00	-2.453731e+00	-2.334982e+00	0.000000e+00	0.000000e+00	5.551115e-17	-8.289854e+00	5.007871e+00	2.435912e+00
2.100000e+00	-3.562372e+00	-2.475866e+00	-2.367736e+00	0.000000e+00	-1.110223e-16	5.551115e-17	-8.983883e+00	5.588477e+00	2.104369e+00
2.110000e+00	-3.607763e+00	-2.497182e+00	-2.399430e+00	0.000000e+00	2.220446e-16	3.885781e-16	-9.671579e+00	6.161580e+00	1.757170e+00
2.120000e+00	-3.651583e+00	-2.517675e+00	-2.430040e+00	0.000000e+00	2.220446e-16	0.000000e+00	-1.034475e+01	6.720088e+00	1.404563e+00
2.130000e+00	-3.693807e+00	-2.537340e+00	-2.459546e+00	0.000000e+00	2.220446e-16	2.775558e-16	-1.099377e+01	7.255613e+00	1.056145e+00
2.140000e+00	-3.734405e+00	-2.556175e+00	-2.487928e+00	0.000000e+00	4.440892e-16	6.661338e-16	-1.160778e+01	7.758622e+00	7.209077e-01
2.150000e+00	-3.773353e+00	-2.574175e+00	-2.515165e+00	0.000000e+00	4.440892e-16	0.000000e+00	-1.217496e+01	8.218739e+00	4.072427e-01
2.160000e+00	-3.810625e+00	-2.591339e+00	-2.541241e+00	0.000000e+00	4.440892e-16	3.885781e-16	-1.268307e+01	8.625197e+00	1.228942e-01
2.170000e+00	-3.846196e+00	-2.607662e+00	-2.566135e+00	4.440892e-16	8.881784e-16	1.665335e-16	-1.312005e+01	8.967428e+00	-1.251554e-01
2.180000e+00	-3.880045e+00	-2.623143e+00	-2.589831e+00	0.000000e+00	0.000000e+00	5.551115e-16	-1.347486e+01	9.235763e+00	-3.308587e-01
2.190000e+00	-3.912150e+00	-2.637780e+00	-2.612313e+00	0.000000e+00	4.440892e-16	5.551115e-16	-1.373818e+01	9.422149e+00	-4.893131e-01
2.200000e+00	-3.942488e+00	-2.651570e+00	-2.633565e+00	0.000000e+00	-4.440892e-16	4.440892e-16	-1.390321e+01	9.520812e+00	-5.969760e-01
2.210000e+00	-3.971042e+00	-2.664512e+00	-2.653572e+00	0.000000e+00	-1.332268e-15	3.885781e-16	-1.396623e+01	9.528765e+00	-6.518447e-01
2.220000e+00	-3.997792e+00	-2.676604e+00	-2.672320e+00	0.000000e+00	0.000000e+00	3.330669e-16	-1.392693e+01	9.446091e+00	-6.535694e-01
2.230000e+00	-4.022722e+00	-2.687844e+00	-2.689796e+00	4.440892e-16	0.000000e+00	5.551115e-16	-1.378841e+01	9.275946e+00	-6.034754e-01
2.240000e+00	-4.045814e+00	-2.698232e+00	-2.705988e+00	4.440892e-16	4.440892e-16	5.551115e-17	-1.355692e+01	9.024290e+00	-5.044914e-01
2.250000e+00	-4.067055e+00	-2.707766e+00	-2.720885e+00	0.000000e+00	0.000000e+00	0.000000e+00	-1.324132e+01	8.699378e+00	-3.609968e-01
2.260000e+00	-4.086430e+00	-2.716445e+00	-2.734476e+00	0.000000e+00	0.000000e+00	0.000000e+00	-1.285236e+01	8.311099e+00	-1.786181e-01
2.270000e+00	-4.103926e+00	-2.724269e+00	-2.746751e+00	0.000000e+00	-2.220446e-16	1.110223e-16	-1.240191e+01	7.870247e+00	3.599228e-02
2.280000e+00	-4.119534e+00	-2.731237e+00	-2.757703e+00	0.000000e+00	-2.220446e-16	1.665335e-16	-1.190213e+01	7.387812e+00	2.753579e-01
2.290000e+00	-4.133241e+00	-2.737348e+00	-2.767322e+00	0.000000e+00	4.440892e-16	3.330669e-16	-1.136485e+01	6.874375e+00	5.313383e-01
2.300000e+00	-4.145041e+00	-2.742601e+00	-2.775604e+00	4.440892e-16	3.330669e-16	2.775558e-16	-1.080103e+01	6.339635e+00	7.952327e-01
2.310000e+00	-4.154924e+00	-2.746997e+00	-2.782541e+00	0.000000e+00	3.330669e-16	2.775558e-16	-1.022038e+01	5.792104e+00	1.057831e+00
2.320000e+00	-4.162884e+00	-2.750534e+00	-2.788129e+00	0.000000e+00	-1.110223e-16	0.000000e+00	-9.631206e+00	5.238942e+00	1.309429e+00
2.330000e+00	-4.168917e+00	-2.753213e+00	-2.792365e+00	4.440892e-16	-2.775558e-17	2.220446e-16	-9.040359e+00	4.685929e+00	1.539829e+00
2.340000e+00	-4.173018e+00	-2.755033e+00	-2.795244e+00	0.000000e+00	-2.775558e-17	5.551115e-17	-8.453264e+00	4.137530e+00	1.738366e+00
2.350000e+00	-4.175185e+00	-2.755994e+00	-2.796765e+00	-4.440892e-16	5.551115e-17	-5.551115e-17	-7.874079e+00	3.597032e+00	1.893988e+00
2.360000e+00	-4.175416e+00	-2.756097e+00	-2.796928e+00	0.000000e+00	1.110223e-16	2.220446e-16	-7.305860e+00	3.066709e+00	1.995432e+00
2.370000e+00	-4.173712e+00	-2.755341e+00	-2.795731e+00	0.000000e+00	0.000000e+00	1.110223e-16	-6.750756e+00	2.548010e+00	2.031513e+00
2.380000e+00	-4.170072e+00	-2.753726e+00	-2.793176e+00	0.000000e+00	1.110223e-16	2.775558e-16	-6.210197e+00	2.041741e+00	1.991560e+00
2.390000e+00	-4.164501e+00	-2.751252e+00	-2.789264e+00	0.000000e+00	0.000000e+00	1.110223e-16	-5.685068e+00	1.548228e+00	1.865986e+00
2.400000e+00	-4.157000e+00	-2.747920e+00	-2.783999e+00	0.000000e+00	2.220446e-16	3.330669e-16	-5.175868e+00	1.067468e+00	1.646983e+00
2.410000e+00	-4.147576e+00	-2.743729e+00	-2.777384e+00	0.000000e+00	2.220446e-16	-5.551115e-17	-4.682834e+00	5.992483e-01	1.329288e+00
2.420000e+00	-4.136234e+00	-2.738681e+00	-2.769423e+00	-4.440892e-16	-2.220446e-16	6.106227e-16	-4.206052e+00	1.432517e-01	9.109537e-01
2.430000e+00	-4.122982e+00	-2.732775e+00	-2.760122e+00	-4.440892e-16	-4.440892e-16	4.996004e-16	-3.745533e+00	-3.008681e-01	3.940290e-01
2.440000e+00	-4.107827e+00	-2.726012e+00	-2.749488e+00	0.000000e+00	4.440892e-16	5.551115e-17	-3.301281e+00	-7.334259e-01	-2.149686e-01
2.450000e+00	-4.090781e+00	-2.718392e+00	-2.737528e+00	0.000000e+00	-2.220446e-16	-1.110223e-16	-2.873328e+00	-1.154663e+00	-9.048867e-01
2.460000e+00	-4.071853e+00	-2.709917e+00	-2.724251e+00	4.440892e-16	-2.220446e-16	1.110223e-16	-2.461771e+00	-1.564718e+00	-1.660165e+00
2.470000e+00	-4.051057e+00	-2.700587e+00	-2.709665e+00	0.000000e+00	0.000000e+00	1.665335e-16	-2.066779e+00	-1.963610e+00	-2.461493e+00
2.480000e+00	-4.028406e+00	-2.690403e+00	-2.693782e+00	0.000000e+00	4.440892e-16	2.775558e-16	-1.688606e+00	-2.351233e+00	-3.286869e+00
2.490000e+00	-4.003914e+00	-2.679366e+00	-2.676611e+00	0.000000e+00	2.220446e-16	5.551115e-17	-1.327584e+00	-2.727355e+00	-4.112975e+00
2.500000e+00	-3.977597e+00	-2.667478e+00	-2.658166e+00	0.000000e+00	0.000000e+00	2.220446e-16	-9.841162e-01	-3.091622e+00	-4.916716e+00
2.510000e+00	-3.949473e+00	-2.654739e+00	-2.638458e+00	0.000000e+00	-2.220446e-16	1.665335e-16	-6.586651e-01	-3.443572e+00	-5.676745e+00
2.520000e+00	-3.919559e+00	-2.641151e+00	-2.617503e+00	0.000000e+00	2.220446e-16	2.220446e-16	-3.517350e-01	-3.782649e+00	-6.374784e+00
2.530000e+00	-3.887874e+00	-2.626717e+00	-2.595313e+00	0.000000e+00	6.661338e-16	-1.110223e-16	-6.385415e-02	-4.108215e+00	-6.996604e+00
2.540000e+00	-3.854440e+00	-2.611437e+00	-2.571906e+00	0.000000e+00	2.220446e-16	0.000000e+00	2.044454e-01	-4.419577e+00	-7.532570e+00
2.550000e+00	-3.819278e+00	-2.595315e+00	-2.547296e+00	0.000000e+00	-4.440892e-16	2.220446e-16	4.526483e-01	-4.715999e+00	-7.977733e+00
2.560000e+00	-3.782410e+00	-2.578352e+00	-2.521501e+00	4.440892e-16	2.220446e-16	3.330669e-16	6.802766e-01	-4.996724e+00	-8.331526e+00
2.570000e+00	-3.743861e+00	-2.560551e+00	-2.494539e+00	-4.440892e-16	-2.220446e-16	6.106227e-16	8.869105e-01	-5.261001e+00	-8.597140e+00
2.580000e+00	-3.703654e+00	-2.541916e+00	-2.466429e+00	0.000000e+00	4.440892e-16	3.885781e-16	1.072207e+00	-5.508096e+00	-8.780728e+00
2.590000e+00	-3.661817e+00	-2.522448e+00	-2.437190e+00	0.000000e+00	4.440892e-16	0.000000e+00	1.235920e+00	-5.737318e+00	-8.890525e+00
2.600000e+00	-3.618375e+00	-2.502153e+00	-2.406842e+00	0.000000e+00	-2.220446e-16	2.775558e-16	1.377914e+00	-5.948036e+00	-8.936007e+00
2.610000e+00	-3.573357e+00	-2.481033e+00	-2.375405e+00	0.000000e+00	0.000000e+00	-1.665335e-16	1.498181e+00	-6.139698e+00	-8.927151e+00
2.620000e+00	-3.526792e+00	-2.459093e+00	-2.342902e+00	0.000000e+00	4.440892e-16	6.106227e-16	1.596852e+00	-6.311843e+00	-8.873829e+00
2.630000e+00	-3.478709e+00	-2.436337e+00	-2.309355e+00	0.000000e+00	0.000000e+00	3.330669e-16	1.674207e+00	-6.464120e+00	-8.785371e+00
2.640000e+00	-3.429139e+00	-2.412770e+00	-2.274787e+00	-2.220446e-16	2.220446e-16	4.996004e-16	1.730682e+00	-6.596297e+00	-8.670261e+00
2.650000e+00	-3.378114e+00	-2.388397e+00	-2.239220e+00	2.220446e-16	2.220446e-16	3.330669e-16	1.766874e+00	-6.708272e+00	-8.535972e+00
2.660000e+00	-3.325666e+00	-2.363224e+00	-2.202680e+00	0.000000e+00	0.000000e+00	2.220446e-16	1.783539e+00	-6.800080e+00	-8.388900e+00
2.670000e+00	-3.271829e+00	-2.337256e+00	-2.165191e+00	0.000000e+00	-3.330669e-16	2.220446e-16	1.781594e+00	-6.871896e+00	-8.234372e+00
2.680000e+00	-3.216636e+00	-2.310499e+00	-2.126778e+00	0.000000e+00	0.000000e+00	5.551115e-16	1.762110e+00	-6.924039e+00	-8.076709e+00
2.690000e+00	-3.160123e+00	-2.282961e+00	-2.087468e+00	-2.220446e-16	-1.110223e-16	4.163336e-16	1.726304e+00	-6.956970e+00	-7.919320e+00
2.700000e+00	-3.102325e+00	-2.254648e+00	-2.047285e+00	2.220446e-16	3.330669e-16	4.996004e-16	1.675524e+00	-6.971285e+00	-7.764804e+00
2.710000e+00	-3.043279e+00	-2.225568e+00	-2.006258e+00	-2.220446e-16	-2.220446e-16	2.775558e-16	1.611242e+00	-6.967714e+00	-7.615066e+00
2.720000e+00	-2.983021e+00	-2.195729e+00	-1.964414e+00	0.000000e+00	1.110223e-16	8.326673e-17	1.535030e+00	-6.947106e+00	-7.471424e+00
2.730000e+00	-2.921589e+00	-2.165138e+00	-1.921780e+00	0.000000e+00	1.110223e-16	4.718448e-16	1.448541e+00	-6.910417e+00	-7.334709e+00
2.740000e+00	-2.859022e+00	-2.133805e+00	-1.878384e+00	-2.220446e-16	0.000000e+00	4.440892e-16	1.353494e+00	-6.858700e+00	-7.205356e+00
2.750000e+00	-2.795357e+00	-2.101737e+00	-1.834254e+00	0.000000e+00	5.551115e-17	2.498002e-16	1.251643e+00	-6.793084e+00	-7.083481e+00
2.760000e+00	-2.730636e+00	-2.068946e+00	-1.789420e+00	0.000000e+00	0.000000e+00	2.775558e-16	1.144755e+00	-6.714757e+00	-6.968953e+00
2.770000e+00	-2.664896e+00	-2.035441e+00	-1.743911e+00	0.000000e+00	-5.551115e-17	2.498002e-16	1.034588e+00	-6.624946e+00	-6.861449e+00
2.780000e+00	-2.598179e+00	-2.001231e+00	-1.697756e+00	2.220446e-16	1.665335e-16	2.775558e-17	9.228609e-01	-6.524900e+00	-6.760506e+00
2.790000e+00	-2.530525e+00	-1.966327e+00	-1.650984e+00	0.000000e+00	0.000000e+00	-2.775558e-17	8.112342e-01	-6.415865e+00	-6.665561e+00
2.800000e+00	-2.461975e+00	-1.930741e+00	-1.603625e+00	0.000000e+00	0.000000e+00	-5.551115e-17	7.012813e-01	-6.299067e+00	-6.575990e+00
2.810000e+00	-2.392570e+00	-1.894484e+00	-1.555710e+00	2.220446e-16	-1.110223e-16	-1.110223e-16	5.944697e-01	-6.175690e+00	-6.491134e+00
2.820000e+00	-2.322351e+00	-1.857567e+00	-1.507268e+00	0.000000e+00	1.665335e-16	1.110223e-16	4.921395e-01	-6.046861e+00	-6.410327e+00
2.830000e+00	-2.251361e+00	-1.820002e+00	-1.458330e+00	0.000000e+00	2.775558e-17	-4.996004e-16	3.954866e-01	-5.913630e+00	-6.332913e+00
2.840000e+00	-2.179641e+00	-1.781802e+00	-1.408926e+00	0.000000e+00	0.000000e+00	2.220446e-16	3.055478e-01	-5.776957e+00	-6.258265e+00
2.850000e+00	-2.107234e+00	-1.742979e+00	-1.359087e+00	0.000000e+00	-5.551115e-17	2.220446e-16	2.231895e-01	-5.637698e+00	-6.185796e+00
2.860000e+00	-2.034180e+00	-1.703545e+00	-1.308842e+00	2.220446e-16	-5.551115e-17	0.000000e+00	1.490996e-01	-5.496599e+00	-6.114967e+00
2.870000e+00	-1.960523e+00	-1.663516e+00	-1.258222e+00	-2.220446e-16	5.551115e-17	-1.110223e-16	8.378323e-02	-5.354284e+00	-6.045290e+00
2.880000e+00	-1.886303e+00	-1.622902e+00	-1.207258e+00	0.000000e+00	-5.551115e-17	2.775558e-16	2.756151e-02	-5.211256e+00	-5.976331e+00
2.890000e+00	-1.811564e+00	-1.581719e+00	-1.155979e+00	0.000000e+00	-8.326673e-17	4.163336e-16	-1.942567e-02	-5.067889e+00	-5.907702e+00
2.900000e+00	-1.736348e+00	-1.539980e+00	-1.104416e+00	0.000000e+00	0.000000e+00	-5.551115e-17	-5.721405e-02	-4.924438e+00	-5.839056e+00
2.910000e+00	-1.660694e+00	-1.497698e+00	-1.052598e+00	2.220446e-16	-2.775558e-17	-1.665335e-16	-8.600620e-02	-4.781034e+00	-5.770076e+00
2.920000e+00	-1.584647e+00	-1.454889e+00	-1.000556e+00	-2.220446e-16	1.110223e-16	1.110223e-16	-1.061601e-01	-4.637697e+00	-5.700456e+00
2.930000e+00	-1.508245e+00	-1.411566e+00	-9.483191e-01	0.000000e+00	0.000000e+00	-1.110223e-16	-1.181755e-01	-4.494343e+00	-5.629883e+00
2.940000e+00	-1.431531e+00	-1.367743e+00	-8.959161e-01	-2.220446e-16	-5.551115e-17	0.000000e+00	-1.226780e-01	-4.350790e+00	-5.558015e+00
2.950000e+00	-1.354544e+00	-1.323435e+00	-8.433762e-01	-2.220446e-16	0.000000e+00	-2.775558e-17	-1.204027e-01	-4.206776e+00	-5.484452e+00
2.960000e+00	-1.277325e+00	-1.278656e+00	-7.907281e-01	-1.110223e-16	5.551115e-17	4.440892e-16	-1.121756e-01	-4.061965e+00	-5.408713e+00
2.970000e+00	-1.199913e+00	-1.233420e+00	-7.380001e-01	0.000000e+00	-1.665335e-16	-1.665335e-16	-9.889523e-02	-3.915964e+00	-5.330197e+00
2.980000e+00	-1.122348e+00	-1.187742e+00	-6.852201e-01	2.220446e-16	1.665335e-16	0.000000e+00	-8.151454e-02	-3.768337e+00	-5.248159e+00
2.990000e+00	-1.044669e+00	-1.141635e+00	-6.324156e-01	2.220446e-16	-2.220446e-16	-2.220446e-16	-6.102212e-02	-3.618613e+00	-5.161669e+00
3.000000e+00	-9.669117e-01	-1.095115e+00	-5.796137e-01	-1.110223e-16	5.551115e-17	1.110223e-16	-3.842481e-02	-3.466305e+00	-5.069584e+00
3.010000e+00	-8.891152e-01	-1.048194e+00	-5.268411e-01	0.000000e+00	1.110223e-16	5.551115e-17	-1.473105e-02	-3.310916e+00	-4.970519e+00
3.020000e+00	-8.113155e-01	-1.000886e+00	-4.741237e-01	-1.110223e-16	-2.220446e-16	2.775558e-16	9.064591e-03	-3.151956e+00	-4.862814e+00
3.030000e+00	-7.335487e-01	-9.532046e-01	-4.214871e-01	1.110223e-16	-3.330669e-16	2.775558e-16	3.199544e-02	-2.988946e+00	-4.744521e+00
3.040000e+00	-6.558498e-01	-9.051630e-01	-3.689563e-01	0.000000e+00	-2.220446e-16	1.110223e-16	5.313517e-02	-2.821433e+00	-4.613392e+00
3.050000e+00	-5.782529e-01	-8.567740e-01	-3.165558e-01	5.551115e-17	-2.220446e-16	-2.220446e-16	7.160864e-02	-2.648990e+00	-4.466877e+00
3.060000e+00	-5.007916e-01	-8.080498e-01	-2.643093e-01	-5.551115e-17	-2.220446e-16	-2.220446e-16	8.660104e-02	-2.471228e+00	-4.302155e+00
3.070000e+00	-4.234983e-01	-7.590025e-01	-2.122400e-01	-5.551115e-17	1.110223e-16	0.000000e+00	9.736537e-02	-2.287799e+00	-4.116165e+00
3.080000e+00	-3.464044e-01	-7.096435e-01	-1.603704e-01	0.000000e+00	-1.110223e-16	1.110223e-16	1.032283e-01	-2.098399e+00	-3.905686e+00
3.090000e+00	-2.695405e-01	-6.599840e-01	-1.087223e-01	1.110223e-16	-1.110223e-16	0.000000e+00	1.035946e-01	-1.902767e+00	-3.667430e+00
3.100000e+00	-1.929362e-01	-6.100342e-01	-5.731672e-02	-2.775558e-17	-4.440892e-16	-1.110223e-16	9.794972e-02	-1.700693e+00	-3.398174e+00
3.110000e+00	-1.166197e-01	-5.598042e-01	-6.174115e-03	8.326673e-17	-1.110223e-16	1.665335e-16	8.586214e-02	-1.492010e+00	-3.094932e+00
3.120000e+00	-4.061844e-02	-5.093030e-01	4.468595e-02	2.775558e-17	1.110223e-16	-3.330669e-16	6.698349e-02	-1.276601e+00	-2.755141e+00
3.130000e+00	3.504143e-02	-4.585394e-01	9.524465e-02	6.938894e-17	-4.440892e-16	1.110223e-16	4.104870e-02	-1.054392e+00	-2.376887e+00
3.140000e+00	1.103349e-01	-4.075211e-01	1.454840e-01	-1.387779e-17	1.110223e-16	-1.110223e-16	7.875322e-03	-8.253528e-01	-1.959130e+00
3.150000e+00	1.852383e-01	-3.562551e-01	1.953867e-01	6.245005e-17	0.000000e+00	-2.775558e-16	-3.263749e-02	-5.894973e-01	-1.501930e+00
3.160000e+00	2.597290e-01	-3.047477e-01	2.449363e-01	4.683753e-17	0.000000e+00	-2.220446e-16	-8.050983e-02	-3.468799e-01	-1.006645e+00
3.170000e+00	3.337857e-01	-2.530043e-01	2.941175e-01	2.775558e-17	-2.220446e-16	3.330669e-16	-1.356817e-01	-9.759722e-02	-4.760744e-01
3.180000e+00	4.073886e-01	-2.010293e-01	3.429155e-01	4.163336e-17	-2.220446e-16	-3.330669e-16	-1.980128e-01	1.582117e-01	8.546124e-02
3.190000e+00	4.805189e-01	-1.488261e-01	3.913164e-01	-2.775558e-17	-1.110223e-16	1.110223e-16	-2.672816e-01	4.203621e-01	6.721446e-01
3.200000e+00	5.531593e-01	-9.639740e-02	4.393075e-01	-8.326673e-17	-2.220446e-16	-1.110223e-16	-3.431826e-01	6.886196e-01	1.276787e+00
3.210000e+00	6.252941e-01	-4.374458e-02	4.868766e-01	2.775558e-17	-1.110223e-16	-2.220446e-16	-4.253225e-01	9.626924e-01	1.891064e+00
3.220000e+00	6.969085e-01	9.131945e-03	5.340127e-01	-5.551115e-17	-1.110223e-16	-4.440892e-16	-5.132135e-01	1.242222e+00	2.505858e+00
3.230000e+00	7.679896e-01	6.223289e-02	5.807057e-01	-5.551115e-17	0.000000e+00	-2.220446e-16	-6.062651e-01	1.526769e+00	3.111673e+00
3.240000e+00	8.385257e-01	1.155601e-01	6.269462e-01	0.000000e+00	-1.110223e-16	-3.330669e-16	-7.037730e-01	1.815797e+00	3.699103e+00
3.250000e+00	9.085066e-01	1.691167e-01	6.727261e-01	5.551115e-17	-4.440892e-16	0.000000e+00	-8.049054e-01	2.108655e+00	4.259307e+00
3.260000e+00	9.779234e-01	2.229069e-01	7.180378e-01	0.000000e+00	-5.551115e-17	1.110223e-16	-9.086874e-01	2.404547e+00	4.784446e+00
3.270000e+00	1.046769e+00	2.769363e-01	7.628751e-01	-5.551115e-17	-1.665335e-16	-2.220446e-16	-1.013983e+00	2.702510e+00	5.268060e+00
3.280000e+00	1.115037e+00	3.312116e-01	8.072324e-01	-1.110223e-16	-1.387779e-16	-3.330669e-16	-1.119476e+00	3.001384e+00	5.705335e+00
3.290000e+00	1.182725e+00	3.857411e-01	8.511051e-01	-1.110223e-16	-5.551115e-17	-1.110223e-16	-1.223651e+00	3.299779e+00	6.093260e+00
3.300000e+00	1.249827e+00	4.405340e-01	8.944897e-01	0.000000e+00	0.000000e+00	0.000000e+00	-1.324774e+00	3.596041e+00	6.430659e+00
3.310000e+00	1.316344e+00	4.956012e-01	9.373836e-01	0.000000e+00	0.000000e+00	1.110223e-16	-1.420881e+00	3.888233e+00	6.718115e+00
3.320000e+00	1.382276e+00	5.509547e-01	9.797849e-01	2.220446e-16	0.000000e+00	-3.330669e-16	-1.509764e+00	4.174101e+00	6.957795e+00
3.330000e+00	1.447623e+00	6.066081e-01	1.021693e+00	-1.110223e-16	-2.220446e-16	-1.110223e-16	-1.588980e+00	4.451069e+00	7.153209e+00
3.340000e+00	1.512390e+00	6.625761e-01	1.063108e+00	-1.110223e-16	0.000000e+00	-3.330669e-16	-1.655856e+00	4.716238e+00	7.308920e+00
3.350000e+00	1.576580e+00	7.188748e-01	1.104030e+00	1.110223e-16	0.000000e+00	-2.220446e-16	-1.707519e+00	4.966398e+00	7.430238e+00
3.360000e+00	1.640199e+00	7.755215e-01	1.144462e+00	1.110223e-16	-2.220446e-16	-1.110223e-16	-1.740946e+00	5.198074e+00	7.522918e+00
3.370000e+00	1.703254e+00	8.325349e-01	1.184407e+00	-1.110223e-16	0.000000e+00	-4.440892e-16	-1.753027e+00	5.407590e+00	7.592873e+00
3.380000e+00	1.765754e+00	8.899348e-01	1.223867e+00	-1.110223e-16	2.220446e-16	-2.220446e-16	-1.740653e+00	5.591155e+00	7.645922e+00
3.390000e+00	1.827708e+00	9.477422e-01	1.262847e+00	-1.110223e-16	0.000000e+00	-1.110223e-16	-1.700826e+00	5.744985e+00	7.687570e+00
3.400000e+00	1.889127e+00	1.005979e+00	1.301353e+00	2.220446e-16	-2.220446e-16	-2.220446e-16	-1.630779e+00	5.865441e+00	7.722829e+00
3.410000e+00	1.950024e+00	1.064668e+00	1.339389e+00	2.220446e-16	-2.220446e-16	-2.220446e-16	-1.528112e+00	5.949187e+00	7.756073e+00
3.420000e+00	2.010411e+00	1.123834e+00	1.376963e+00	0.000000e+00	2.220446e-16	-3.330669e-16	-1.390925e+00	5.993354e+00	7.790922e+00
3.430000e+00	2.070302e+00	1.183500e+00	1.414082e+00	2.220446e-16	4.440892e-16	-2.220446e-16	-1.217943e+00	5.995698e+00	7.830165e+00
3.440000e+00	2.129713e+00	1.243692e+00	1.450752e+00	0.000000e+00	4.440892e-16	0.000000e+00	-1.008624e+00	5.954747e+00	7.875686e+00
3.450000e+00	2.188657e+00	1.304434e+00	1.486983e+00	2.220446e-16	2.220446e-16	-4.440892e-16	-7.632358e-01	5.869908e+00	7.928432e+00
3.460000e+00	2.247153e+00	1.365753e+00	1.522783e+00	-2.220446e-16	2.220446e-16	0.000000e+00	-4.828929e-01	5.741545e+00	7.988378e+00
3.470000e+00	2.305215e+00	1.427674e+00	1.558161e+00	-2.220446e-16	4.440892e-16	-2.220446e-16	-1.695529e-01	5.570997e+00	8.054516e+00
3.480000e+00	2.362862e+00	1.490220e+00	1.593126e+00	0.000000e+00	0.000000e+00	-5.551115e-16	1.740313e-01	5.360548e+00	8.124862e+00
3.490000e+00	2.420109e+00	1.553417e+00	1.627687e+00	0.000000e+00	-2.220446e-16	-1.110223e-16	5.443993e-01	5.113357e+00	8.196476e+00
3.500000e+00	2.476972e+00	1.617286e+00	1.661854e+00	0.000000e+00	0.000000e+00	-4.996004e-16	9.375037e-01	4.833331e+00	8.265514e+00
3.510000e+00	2.533470e+00	1.681848e+00	1.695635e+00	2.220446e-16	2.220446e-16	0.000000e+00	1.348853e+00	4.524976e+00	8.327308e+00
3.520000e+00	2.589615e+00	1.747123e+00	1.729041e+00	0.000000e+00	0.000000e+00	1.665335e-16	1.773664e+00	4.193230e+00	8.376494e+00
3.530000e+00	2.645424e+00	1.813126e+00	1.762079e+00	0.000000e+00	4.440892e-16	-1.665335e-16	2.207016e+00	3.843287e+00	8.407185e+00
3.540000e+00	2.700909e+00	1.879871e+00	1.794757e+00	2.220446e-16	0.000000e+00	-1.110223e-16	2.643991e+00	3.480433e+00	8.413213e+00
3.550000e+00	2.756081e+00	1.947366e+00	1.827084e+00	-4.440892e-16	4.440892e-16	-1.665335e-16	3.079800e+00	3.109897e+00	8.388423e+00
3.560000e+00	2.810950e+00	2.015616e+00	1.859065e+00	0.000000e+00	-1.110223e-16	-2.220446e-16	3.509878e+00	2.736726e+00	8.327035e+00
3.570000e+00	2.865523e+00	2.084620e+00	1.890707e+00	-2.220446e-16	-1.110223e-16	-2.775558e-16	3.929961e+00	2.365693e+00	8.224042e+00
3.580000e+00	2.919802e+00	2.154369e+00	1.922012e+00	0.000000e+00	2.220446e-16	-5.551115e-17	4.336138e+00	2.001221e+00	8.075631e+00
3.590000e+00	2.973790e+00	2.224850e+00	1.952983e+00	-2.220446e-16	1.110223e-16	-2.498002e-16	4.724876e+00	1.647351e+00	7.879587e+00
3.600000e+00	3.027482e+00	2.296041e+00	1.983622e+00	4.440892e-16	5.551115e-17	-1.942890e-16	5.093029e+00	1.307714e+00	7.635632e+00
3.610000e+00	3.080870e+00	2.367909e+00	2.013927e+00	-2.220446e-16	-5.551115e-17	1.665335e-16	5.437834e+00	9.855328e-01	7.345655e+00
3.620000e+00	3.133941e+00	2.440414e+00	2.043893e+00	2.220446e-16	1.110223e-16	0.000000e+00	5.756895e+00	6.836356e-01	7.013796e+00
3.630000e+00	3.186678e+00	2.513502e+00	2.073516e+00	0.000000e+00	-2.775558e-17	3.330669e-16	6.048164e+00	4.044722e-01	6.646342e+00
3.640000e+00	3.239055e+00	2.587109e+00	2.102784e+00	4.440892e-16	-2.775558e-17	-1.110223e-16	6.309910e+00	1.501409e-01	6.251440e+00
