"DMS_Project"

"Time      "	".A1.Translational_Velocity.X"	".D1.Translational_Velocity.X"	".M1.Translational_Velocity.X"	".O1.Translational_Velocity.X"	".H7.Translational_Velocity.X"	".N5.Translational_Velocity.X"	".C2.Translational_Velocity.X"	".G2.Translational_Velocity.X"	".K3.Translational_Velocity.X"
3.710000e+00	-1.194656e+00	-4.918025e-01	-8.444671e-01	1.110223e-16	0.000000e+00	5.551115e-17	-2.568678e+00	1.435605e+00	-8.734124e-01
3.720000e+00	-1.154959e+00	-4.773073e-01	-8.161316e-01	1.110223e-16	0.000000e+00	2.775558e-16	-2.544910e+00	1.455247e+00	-8.540207e-01
3.730000e+00	-1.113463e+00	-4.618621e-01	-7.865553e-01	0.000000e+00	-2.775558e-17	0.000000e+00	-2.515404e+00	1.471220e+00	-8.332437e-01
3.740000e+00	-1.070179e+00	-4.454711e-01	-7.557465e-01	0.000000e+00	0.000000e+00	-5.551115e-17	-2.480245e+00	1.483483e+00	-8.107653e-01
3.750000e+00	-1.025126e+00	-4.281424e-01	-7.237180e-01	5.551115e-17	0.000000e+00	0.000000e+00	-2.439536e+00	1.492008e+00	-7.863302e-01
3.760000e+00	-9.783287e-01	-4.098882e-01	-6.904877e-01	-5.551115e-17	0.000000e+00	-1.110223e-16	-2.393397e+00	1.496781e+00	-7.597431e-01
3.770000e+00	-9.298207e-01	-3.907248e-01	-6.560787e-01	0.000000e+00	1.387779e-17	0.000000e+00	-2.341967e+00	1.497798e+00	-7.308661e-01
3.780000e+00	-8.796433e-01	-3.706731e-01	-6.205197e-01	-1.110223e-16	2.775558e-17	5.551115e-17	-2.285405e+00	1.495070e+00	-6.996137e-01
3.790000e+00	-8.278463e-01	-3.497584e-01	-5.838450e-01	5.551115e-17	0.000000e+00	5.551115e-17	-2.223883e+00	1.488618e+00	-6.659474e-01
3.800000e+00	-7.744879e-01	-3.280110e-01	-5.460950e-01	1.110223e-16	1.387779e-17	5.551115e-17	-2.157591e+00	1.478475e+00	-6.298693e-01
3.810000e+00	-7.196353e-01	-3.054657e-01	-5.073160e-01	1.110223e-16	1.387779e-17	1.665335e-16	-2.086733e+00	1.464686e+00	-5.914159e-01
3.820000e+00	-6.633643e-01	-2.821625e-01	-4.675603e-01	0.000000e+00	0.000000e+00	1.665335e-16	-2.011526e+00	1.447305e+00	-5.506521e-01
3.830000e+00	-6.057595e-01	-2.581460e-01	-4.268862e-01	0.000000e+00	1.387779e-17	1.110223e-16	-1.932199e+00	1.426397e+00	-5.076662e-01
3.840000e+00	-5.469142e-01	-2.334655e-01	-3.853581e-01	0.000000e+00	0.000000e+00	5.551115e-17	-1.848989e+00	1.402032e+00	-4.625645e-01
3.850000e+00	-4.869300e-01	-2.081751e-01	-3.430459e-01	-8.326673e-17	1.387779e-17	5.551115e-17	-1.762144e+00	1.374291e+00	-4.154674e-01
3.860000e+00	-4.259162e-01	-1.823330e-01	-3.000251e-01	2.775558e-17	0.000000e+00	5.551115e-17	-1.671917e+00	1.343260e+00	-3.665058e-01
3.870000e+00	-3.639898e-01	-1.560017e-01	-2.563761e-01	2.775558e-17	6.938894e-18	5.551115e-17	-1.578562e+00	1.309031e+00	-3.158181e-01
3.880000e+00	-3.012743e-01	-1.292471e-01	-2.121839e-01	0.000000e+00	6.938894e-18	4.163336e-17	-1.482339e+00	1.271699e+00	-2.635476e-01
3.890000e+00	-2.378992e-01	-1.021386e-01	-1.675377e-01	1.387779e-17	0.000000e+00	2.775558e-17	-1.383505e+00	1.231365e+00	-2.098407e-01
3.900000e+00	-1.739990e-01	-7.474833e-02	-1.225301e-01	0.000000e+00	0.000000e+00	4.163336e-17	-1.282316e+00	1.188129e+00	-1.548448e-01
3.910000e+00	-1.097124e-01	-4.715067e-02	-7.725663e-02	-6.938894e-18	-3.469447e-18	1.387779e-17	-1.179022e+00	1.142097e+00	-9.870791e-02
3.920000e+00	-4.518119e-02	-1.942166e-02	-3.181477e-02	-3.469447e-18	-6.938894e-18	3.469447e-18	-1.073867e+00	1.093373e+00	-4.157674e-02
3.930000e+00	1.945104e-02	8.361565e-03	1.369659e-02	1.734723e-18	-1.734723e-18	-1.734723e-18	-9.670885e-01	1.042064e+00	1.640327e-02
3.940000e+00	8.403977e-02	3.612144e-02	5.917802e-02	-6.938894e-18	0.000000e+00	-3.469447e-18	-8.589129e-01	9.882740e-01	7.508857e-02
3.950000e+00	1.484409e-01	6.378058e-02	1.045303e-01	0.000000e+00	0.000000e+00	6.938894e-18	-7.495561e-01	9.321104e-01	1.343376e-01
3.960000e+00	2.125117e-01	9.126244e-02	1.496553e-01	0.000000e+00	-1.734723e-18	-1.387779e-17	-6.392221e-01	8.736787e-01	1.940109e-01
3.970000e+00	2.761123e-01	1.184919e-01	1.944567e-01	-2.775558e-17	-3.469447e-18	-2.775558e-17	-5.281024e-01	8.130847e-01	2.539705e-01
3.980000e+00	3.391063e-01	1.453959e-01	2.388405e-01	0.000000e+00	6.938894e-18	-1.387779e-17	-4.163754e-01	7.504346e-01	3.140799e-01
3.990000e+00	4.013620e-01	1.719039e-01	2.827163e-01	-2.775558e-17	0.000000e+00	-8.326673e-17	-3.042066e-01	6.858351e-01	3.742035e-01
4.000000e+00	4.627535e-01	1.979484e-01	3.259972e-01	2.775558e-17	-6.938894e-18	-8.326673e-17	-1.917486e-01	6.193944e-01	4.342060e-01
4.010000e+00	5.231612e-01	2.234657e-01	3.686008e-01	-5.551115e-17	0.000000e+00	-5.551115e-17	-7.914178e-02	5.512226e-01	4.939523e-01
4.020000e+00	5.824726e-01	2.483958e-01	4.104498e-01	5.551115e-17	-1.387779e-17	0.000000e+00	3.348476e-02	4.814323e-01	5.533066e-01
4.030000e+00	6.405829e-01	2.726828e-01	4.514719e-01	5.551115e-17	0.000000e+00	-1.110223e-16	1.460122e-01	4.101402e-01	6.121329e-01
4.040000e+00	6.973956e-01	2.962757e-01	4.916006e-01	5.551115e-17	-2.775558e-17	-1.110223e-16	2.583304e-01	3.374671e-01	6.702944e-01
4.050000e+00	7.528226e-01	3.191278e-01	5.307751e-01	5.551115e-17	-1.387779e-17	-5.551115e-17	3.703366e-01	2.635397e-01	7.276543e-01
4.060000e+00	8.067844e-01	3.411973e-01	5.689408e-01	5.551115e-17	1.387779e-17	-1.110223e-16	4.819330e-01	1.884908e-01	7.840760e-01
4.070000e+00	8.592106e-01	3.624475e-01	6.060488e-01	5.551115e-17	0.000000e+00	-1.665335e-16	5.930257e-01	1.124607e-01	8.394241e-01
4.080000e+00	9.100393e-01	3.828461e-01	6.420564e-01	0.000000e+00	0.000000e+00	-1.110223e-16	7.035220e-01	3.559800e-02	8.935657e-01
4.090000e+00	9.592174e-01	4.023659e-01	6.769271e-01	-1.110223e-16	-2.775558e-17	-5.551115e-17	8.133287e-01	-4.194009e-02	9.463714e-01
4.100000e+00	1.006700e+00	4.209843e-01	7.106297e-01	0.000000e+00	0.000000e+00	-1.110223e-16	9.223501e-01	-1.199868e-01	9.977166e-01
4.110000e+00	1.052452e+00	4.386832e-01	7.431392e-01	-1.110223e-16	-5.551115e-17	0.000000e+00	1.030486e+00	-1.983657e-01	1.047483e+00
4.120000e+00	1.096443e+00	4.554487e-01	7.744354e-01	0.000000e+00	0.000000e+00	-5.551115e-17	1.137631e+00	-2.768901e-01	1.095561e+00
4.130000e+00	1.138652e+00	4.712713e-01	8.045037e-01	-1.110223e-16	-5.551115e-17	-5.551115e-17	1.243671e+00	-3.553634e-01	1.141849e+00
4.140000e+00	1.179066e+00	4.861450e-01	8.333339e-01	-1.110223e-16	-8.326673e-17	-1.110223e-16	1.348484e+00	-4.335793e-01	1.186256e+00
4.150000e+00	1.217677e+00	5.000677e-01	8.609207e-01	0.000000e+00	2.775558e-17	-1.665335e-16	1.451936e+00	-5.113221e-01	1.228700e+00
4.160000e+00	1.254483e+00	5.130405e-01	8.872625e-01	-1.110223e-16	0.000000e+00	-1.665335e-16	1.553885e+00	-5.883674e-01	1.269111e+00
4.170000e+00	1.289488e+00	5.250677e-01	9.123617e-01	-1.110223e-16	2.775558e-17	-5.551115e-17	1.654176e+00	-6.644834e-01	1.307430e+00
4.180000e+00	1.322702e+00	5.361560e-01	9.362243e-01	1.110223e-16	-2.775558e-17	-1.110223e-16	1.752644e+00	-7.394316e-01	1.343608e+00
4.190000e+00	1.354136e+00	5.463152e-01	9.588592e-01	0.000000e+00	-5.551115e-17	-1.110223e-16	1.849112e+00	-8.129682e-01	1.377605e+00
4.200000e+00	1.383811e+00	5.555568e-01	9.802781e-01	1.110223e-16	0.000000e+00	0.000000e+00	1.943393e+00	-8.848463e-01	1.409390e+00
4.210000e+00	1.411745e+00	5.638948e-01	1.000495e+00	0.000000e+00	2.775558e-17	-2.220446e-16	2.035290e+00	-9.548169e-01	1.438940e+00
4.220000e+00	1.437964e+00	5.713445e-01	1.019527e+00	1.110223e-16	0.000000e+00	0.000000e+00	2.124599e+00	-1.022631e+00	1.466236e+00
4.230000e+00	1.462495e+00	5.779229e-01	1.037391e+00	0.000000e+00	-5.551115e-17	-1.110223e-16	2.211106e+00	-1.088042e+00	1.491265e+00
4.240000e+00	1.485366e+00	5.836485e-01	1.054108e+00	1.110223e-16	-2.775558e-17	-2.220446e-16	2.294595e+00	-1.150808e+00	1.514014e+00
4.250000e+00	1.506610e+00	5.885406e-01	1.069699e+00	0.000000e+00	0.000000e+00	-1.110223e-16	2.374844e+00	-1.210692e+00	1.534476e+00
4.260000e+00	1.526259e+00	5.926197e-01	1.084186e+00	0.000000e+00	-8.326673e-17	-2.220446e-16	2.451631e+00	-1.267466e+00	1.552638e+00
4.270000e+00	1.544348e+00	5.959067e-01	1.097592e+00	0.000000e+00	2.775558e-17	-2.220446e-16	2.524733e+00	-1.320914e+00	1.568488e+00
4.280000e+00	1.560911e+00	5.984236e-01	1.109942e+00	0.000000e+00	-5.551115e-17	-2.220446e-16	2.593931e+00	-1.370830e+00	1.582011e+00
4.290000e+00	1.575986e+00	6.001923e-01	1.121258e+00	-1.110223e-16	-5.551115e-17	0.000000e+00	2.659011e+00	-1.417025e+00	1.593186e+00
4.300000e+00	1.589608e+00	6.012354e-01	1.131567e+00	-1.110223e-16	-2.775558e-17	-1.110223e-16	2.719765e+00	-1.459324e+00	1.601990e+00
4.310000e+00	1.601814e+00	6.015758e-01	1.140894e+00	0.000000e+00	5.551115e-17	-1.110223e-16	2.775995e+00	-1.497572e+00	1.608392e+00
4.320000e+00	1.612643e+00	6.012361e-01	1.149263e+00	0.000000e+00	-2.775558e-17	-3.330669e-16	2.827515e+00	-1.531633e+00	1.612360e+00
4.330000e+00	1.622130e+00	6.002394e-01	1.156700e+00	0.000000e+00	-2.775558e-17	-1.110223e-16	2.874151e+00	-1.561390e+00	1.613855e+00
4.340000e+00	1.630314e+00	5.986086e-01	1.163230e+00	-1.110223e-16	0.000000e+00	-2.220446e-16	2.915745e+00	-1.586750e+00	1.612839e+00
4.350000e+00	1.637230e+00	5.963663e-01	1.168877e+00	0.000000e+00	2.775558e-17	-2.220446e-16	2.952155e+00	-1.607640e+00	1.609276e+00
4.360000e+00	1.642917e+00	5.935353e-01	1.173667e+00	-1.110223e-16	-5.551115e-17	-2.220446e-16	2.983257e+00	-1.624012e+00	1.603134e+00
4.370000e+00	1.647409e+00	5.901381e-01	1.177625e+00	1.110223e-16	-2.775558e-17	-2.220446e-16	3.008946e+00	-1.635840e+00	1.594392e+00
4.380000e+00	1.650743e+00	5.861967e-01	1.180774e+00	-2.220446e-16	-2.775558e-17	-2.220446e-16	3.029138e+00	-1.643122e+00	1.583049e+00
4.390000e+00	1.652955e+00	5.817332e-01	1.183137e+00	1.110223e-16	0.000000e+00	0.000000e+00	3.043767e+00	-1.645879e+00	1.569128e+00
4.400000e+00	1.654077e+00	5.767693e-01	1.184740e+00	0.000000e+00	0.000000e+00	-1.110223e-16	3.052791e+00	-1.644154e+00	1.552690e+00
4.410000e+00	1.654146e+00	5.713262e-01	1.185603e+00	0.000000e+00	0.000000e+00	-1.110223e-16	3.056186e+00	-1.638012e+00	1.533841e+00
4.420000e+00	1.653194e+00	5.654251e-01	1.185751e+00	1.110223e-16	0.000000e+00	-2.220446e-16	3.053952e+00	-1.627540e+00	1.512741e+00
4.430000e+00	1.651254e+00	5.590866e-01	1.185206e+00	0.000000e+00	0.000000e+00	-2.220446e-16	3.046107e+00	-1.612846e+00	1.489617e+00
4.440000e+00	1.648359e+00	5.523310e-01	1.183988e+00	0.000000e+00	2.775558e-17	-1.110223e-16	3.032691e+00	-1.594053e+00	1.464769e+00
4.450000e+00	1.644540e+00	5.451784e-01	1.182120e+00	0.000000e+00	5.551115e-17	1.110223e-16	3.013761e+00	-1.571307e+00	1.438573e+00
4.460000e+00	1.639827e+00	5.376485e-01	1.179622e+00	-1.110223e-16	2.775558e-17	-2.220446e-16	2.989395e+00	-1.544765e+00	1.411482e+00
4.470000e+00	1.634252e+00	5.297605e-01	1.176514e+00	-1.110223e-16	-5.551115e-17	-3.330669e-16	2.959687e+00	-1.514603e+00	1.384015e+00
4.480000e+00	1.627844e+00	5.215335e-01	1.172817e+00	0.000000e+00	2.775558e-17	-2.220446e-16	2.924748e+00	-1.481008e+00	1.356752e+00
4.490000e+00	1.620631e+00	5.129860e-01	1.168550e+00	1.110223e-16	0.000000e+00	-3.330669e-16	2.884704e+00	-1.444178e+00	1.330305e+00
4.500000e+00	1.612643e+00	5.041364e-01	1.163732e+00	0.000000e+00	-4.163336e-17	-3.330669e-16	2.839695e+00	-1.404323e+00	1.305297e+00
4.510000e+00	1.603908e+00	4.950026e-01	1.158382e+00	-1.110223e-16	1.387779e-17	-2.220446e-16	2.789875e+00	-1.361661e+00	1.282334e+00
4.520000e+00	1.594452e+00	4.856023e-01	1.152519e+00	-1.110223e-16	-2.775558e-17	-2.220446e-16	2.735409e+00	-1.316418e+00	1.261969e+00
4.530000e+00	1.584302e+00	4.759528e-01	1.146159e+00	0.000000e+00	0.000000e+00	-1.110223e-16	2.676475e+00	-1.268823e+00	1.244676e+00
4.540000e+00	1.573484e+00	4.660712e-01	1.139322e+00	1.110223e-16	-1.387779e-17	-2.220446e-16	2.613260e+00	-1.219114e+00	1.230824e+00
4.550000e+00	1.562025e+00	4.559741e-01	1.132023e+00	-1.110223e-16	-1.387779e-17	-2.220446e-16	2.545963e+00	-1.167529e+00	1.220659e+00
4.560000e+00	1.549950e+00	4.456780e-01	1.124281e+00	0.000000e+00	-2.775558e-17	-1.110223e-16	2.474790e+00	-1.114311e+00	1.214291e+00
4.570000e+00	1.537282e+00	4.351991e-01	1.116111e+00	0.000000e+00	0.000000e+00	-2.220446e-16	2.399961e+00	-1.059703e+00	1.211700e+00
4.580000e+00	1.524047e+00	4.245532e-01	1.107530e+00	0.000000e+00	-1.387779e-17	-2.220446e-16	2.321702e+00	-1.003948e+00	1.212735e+00
4.590000e+00	1.510268e+00	4.137559e-01	1.098553e+00	1.110223e-16	-2.775558e-17	-1.110223e-16	2.240253e+00	-9.472918e-01	1.217139e+00
4.600000e+00	1.495968e+00	4.028227e-01	1.089198e+00	0.000000e+00	0.000000e+00	-2.220446e-16	2.155864e+00	-8.899768e-01	1.224561e+00
4.610000e+00	1.481172e+00	3.917685e-01	1.079478e+00	0.000000e+00	-1.387779e-17	-2.220446e-16	2.068797e+00	-8.322442e-01	1.234586e+00
4.620000e+00	1.465900e+00	3.806082e-01	1.069409e+00	-2.220446e-16	-2.775558e-17	-2.220446e-16	1.979326e+00	-7.743324e-01	1.246756e+00
4.630000e+00	1.450176e+00	3.693564e-01	1.059006e+00	-1.110223e-16	-2.775558e-17	-1.110223e-16	1.887738e+00	-7.164758e-01	1.260595e+00
4.640000e+00	1.434020e+00	3.580275e-01	1.048283e+00	-1.110223e-16	0.000000e+00	-3.330669e-16	1.794335e+00	-6.589034e-01	1.275628e+00
4.650000e+00	1.417456e+00	3.466355e-01	1.037256e+00	1.110223e-16	0.000000e+00	-3.330669e-16	1.699430e+00	-6.018374e-01	1.291400e+00
4.660000e+00	1.400504e+00	3.351944e-01	1.025937e+00	0.000000e+00	-2.775558e-17	0.000000e+00	1.603348e+00	-5.454911e-01	1.307492e+00
4.670000e+00	1.383184e+00	3.237177e-01	1.014342e+00	0.000000e+00	-2.775558e-17	-1.110223e-16	1.506426e+00	-4.900669e-01	1.323524e+00
4.680000e+00	1.365518e+00	3.122190e-01	1.002484e+00	0.000000e+00	-2.775558e-17	-1.110223e-16	1.409007e+00	-4.357544e-01	1.339165e+00
4.690000e+00	1.347525e+00	3.007113e-01	9.903765e-01	0.000000e+00	2.775558e-17	-2.220446e-16	1.311439e+00	-3.827274e-01	1.354134e+00
4.700000e+00	1.329225e+00	2.892077e-01	9.780328e-01	0.000000e+00	-5.551115e-17	-1.110223e-16	1.214072e+00	-3.311421e-01	1.368194e+00
4.710000e+00	1.310639e+00	2.777210e-01	9.654660e-01	0.000000e+00	0.000000e+00	-3.330669e-16	1.117249e+00	-2.811346e-01	1.381154e+00
4.720000e+00	1.291785e+00	2.662635e-01	9.526894e-01	0.000000e+00	-2.775558e-17	-2.220446e-16	1.021304e+00	-2.328192e-01	1.392857e+00
4.730000e+00	1.272682e+00	2.548477e-01	9.397156e-01	1.110223e-16	-2.775558e-17	-3.330669e-16	9.265554e-01	-1.862867e-01	1.403175e+00
4.740000e+00	1.253350e+00	2.434856e-01	9.265572e-01	1.110223e-16	-5.551115e-17	-3.330669e-16	8.333023e-01	-1.416041e-01	1.411998e+00
4.750000e+00	1.233806e+00	2.321889e-01	9.132268e-01	1.110223e-16	-5.551115e-17	-1.110223e-16	7.418172e-01	-9.881407e-02	1.419228e+00
4.760000e+00	1.214069e+00	2.209694e-01	8.997365e-01	0.000000e+00	-2.775558e-17	0.000000e+00	6.523442e-01	-5.793598e-02	1.424770e+00
4.770000e+00	1.194157e+00	2.098384e-01	8.860985e-01	0.000000e+00	-2.775558e-17	-1.110223e-16	5.650959e-01	-1.896718e-02	1.428518e+00
4.780000e+00	1.174088e+00	1.988070e-01	8.723247e-01	-5.551115e-17	-2.775558e-17	-2.220446e-16	4.802517e-01	1.811479e-02	1.430359e+00
4.790000e+00	1.153878e+00	1.878861e-01	8.584268e-01	-1.110223e-16	-5.551115e-17	-1.110223e-16	3.979582e-01	5.334957e-02	1.430159e+00
4.800000e+00	1.133546e+00	1.770864e-01	8.444162e-01	0.000000e+00	-2.775558e-17	-2.220446e-16	3.183299e-01	8.679083e-02	1.427765e+00
4.810000e+00	1.113107e+00	1.664183e-01	8.303045e-01	5.551115e-17	0.000000e+00	-2.220446e-16	2.414517e-01	1.185030e-01	1.423000e+00
4.820000e+00	1.092578e+00	1.558918e-01	8.161028e-01	0.000000e+00	0.000000e+00	-1.110223e-16	1.673818e-01	1.485576e-01	1.415669e+00
4.830000e+00	1.071976e+00	1.455169e-01	8.018219e-01	5.551115e-17	2.775558e-17	-2.220446e-16	9.615565e-02	1.770306e-01	1.405562e+00
4.840000e+00	1.051317e+00	1.353032e-01	7.874729e-01	0.000000e+00	-5.551115e-17	-2.220446e-16	2.778965e-02	2.039983e-01	1.392458e+00
4.850000e+00	1.030615e+00	1.252600e-01	7.730661e-01	0.000000e+00	-5.551115e-17	-3.330669e-16	-3.771457e-02	2.295354e-01	1.376134e+00
4.860000e+00	1.009887e+00	1.153964e-01	7.586121e-01	5.551115e-17	-5.551115e-17	0.000000e+00	-1.003662e-01	2.537121e-01	1.356379e+00
4.870000e+00	9.891466e-01	1.057212e-01	7.441210e-01	5.551115e-17	0.000000e+00	0.000000e+00	-1.601814e-01	2.765924e-01	1.333004e+00
4.880000e+00	9.684094e-01	9.624283e-02	7.296029e-01	-5.551115e-17	2.775558e-17	-3.330669e-16	-2.171802e-01	2.982320e-01	1.305856e+00
4.890000e+00	9.476895e-01	8.696954e-02	7.150673e-01	-5.551115e-17	-2.775558e-17	-1.110223e-16	-2.713835e-01	3.186778e-01	1.274832e+00
4.900000e+00	9.270007e-01	7.790919e-02	7.005240e-01	-5.551115e-17	-5.551115e-17	-1.110223e-16	-3.228103e-01	3.379664e-01	1.239893e+00
4.910000e+00	9.063566e-01	6.906935e-02	6.859821e-01	0.000000e+00	2.775558e-17	-2.220446e-16	-3.714767e-01	3.561240e-01	1.201076e+00
4.920000e+00	8.857704e-01	6.045730e-02	6.714509e-01	0.000000e+00	0.000000e+00	0.000000e+00	-4.173938e-01	3.731663e-01	1.158503e+00
4.930000e+00	8.652550e-01	5.207994e-02	6.569390e-01	0.000000e+00	2.775558e-17	-1.110223e-16	-4.605667e-01	3.890981e-01	1.112389e+00
4.940000e+00	8.448229e-01	4.394390e-02	6.424551e-01	0.000000e+00	-2.775558e-17	-1.110223e-16	-5.009946e-01	4.039143e-01	1.063038e+00
4.950000e+00	8.244860e-01	3.605541e-02	6.280075e-01	0.000000e+00	5.551115e-17	0.000000e+00	-5.386701e-01	4.175996e-01	1.010844e+00
4.960000e+00	8.042561e-01	2.842040e-02	6.136043e-01	0.000000e+00	-2.775558e-17	-5.551115e-17	-5.735793e-01	4.301300e-01	9.562804e-01
4.970000e+00	7.841442e-01	2.104442e-02	5.992532e-01	5.551115e-17	0.000000e+00	-2.220446e-16	-6.057025e-01	4.414729e-01	8.998863e-01
4.980000e+00	7.641613e-01	1.393267e-02	5.849618e-01	0.000000e+00	-1.387779e-17	-2.775558e-16	-6.350146e-01	4.515884e-01	8.422481e-01
4.990000e+00	7.443177e-01	7.089976e-03	5.707373e-01	-5.551115e-17	-1.387779e-17	-5.551115e-17	-6.614857e-01	4.604301e-01	7.839790e-01
5.000000e+00	7.246232e-01	5.207931e-04	5.565866e-01	0.000000e+00	1.387779e-17	5.551115e-17	-6.850823e-01	4.679460e-01	7.256976e-01


