"DMS_Project"

"Time      "	".A1.Translational_Acceleration.X"	".D1.Translational_Acceleration.X"	".M1.Translational_Acceleration.X"	".O1.Translational_Acceleration.X"	".H7.Translational_Acceleration.X"	".N5.Translational_Acceleration.X"	".C2.Translational_Acceleration.X"	".G2.Translational_Acceleration.X"	".K3.Translational_Acceleration.X"
4.130000e+00	4.131363e+00	1.534881e+00	2.945055e+00	2.220446e-16	-3.330669e-16	-4.440892e-16	1.054474e+01	-7.837980e+00	4.536157e+00
4.140000e+00	3.951319e+00	1.439831e+00	2.820906e+00	2.220446e-16	-1.110223e-16	-2.220446e-16	1.041553e+01	-7.801604e+00	4.343776e+00
4.150000e+00	3.770822e+00	1.344731e+00	2.696417e+00	2.220446e-16	-2.220446e-16	-4.440892e-16	1.027254e+01	-7.743214e+00	4.143836e+00
4.160000e+00	3.590451e+00	1.249902e+00	2.571983e+00	0.000000e+00	-1.110223e-16	-2.220446e-16	1.011467e+01	-7.661993e+00	3.937422e+00
4.170000e+00	3.410733e+00	1.155636e+00	2.447968e+00	0.000000e+00	0.000000e+00	-2.220446e-16	9.940808e+00	-7.557228e+00	3.725590e+00
4.180000e+00	3.232147e+00	1.062198e+00	2.324699e+00	-4.440892e-16	1.110223e-16	-4.440892e-16	9.749826e+00	-7.428335e+00	3.509338e+00
4.190000e+00	3.055123e+00	9.698272e-01	2.202471e+00	0.000000e+00	0.000000e+00	-2.220446e-16	9.540648e+00	-7.274878e+00	3.289574e+00
4.200000e+00	2.880041e+00	8.787348e-01	2.081545e+00	4.440892e-16	0.000000e+00	-4.440892e-16	9.312266e+00	-7.096587e+00	3.067089e+00
4.210000e+00	2.707239e+00	7.891085e-01	1.962151e+00	0.000000e+00	5.551115e-17	-4.440892e-16	9.063772e+00	-6.893376e+00	2.842539e+00
4.220000e+00	2.537010e+00	7.011122e-01	1.844491e+00	4.440892e-16	-1.665335e-16	-6.661338e-16	8.794386e+00	-6.665354e+00	2.616426e+00
4.230000e+00	2.369605e+00	6.148869e-01	1.728737e+00	-2.220446e-16	-2.775558e-17	-2.220446e-16	8.503481e+00	-6.412835e+00	2.389095e+00
4.240000e+00	2.205240e+00	5.305533e-01	1.615035e+00	0.000000e+00	-8.326673e-17	-4.440892e-16	8.190608e+00	-6.136345e+00	2.160729e+00
4.250000e+00	2.044092e+00	4.482126e-01	1.503509e+00	3.330669e-16	-8.326673e-17	-2.220446e-16	7.855507e+00	-5.836622e+00	1.931351e+00
4.260000e+00	1.886310e+00	3.679483e-01	1.394259e+00	1.110223e-16	0.000000e+00	-2.220446e-16	7.498128e+00	-5.514616e+00	1.700839e+00
4.270000e+00	1.732011e+00	2.898279e-01	1.287365e+00	1.110223e-16	6.938894e-17	-2.220446e-16	7.118634e+00	-5.171486e+00	1.468934e+00
4.280000e+00	1.581286e+00	2.139041e-01	1.182889e+00	-2.220446e-16	-8.326673e-17	0.000000e+00	6.717411e+00	-4.808587e+00	1.235270e+00
4.290000e+00	1.434202e+00	1.402166e-01	1.080878e+00	2.220446e-16	5.551115e-17	-5.551115e-16	6.295065e+00	-4.427464e+00	9.993997e-01
4.300000e+00	1.290805e+00	6.879349e-02	9.813613e-01	-1.110223e-16	5.551115e-17	-2.220446e-16	5.852420e+00	-4.029830e+00	7.608350e-01
4.310000e+00	1.151123e+00	-3.477318e-04	8.843583e-01	1.110223e-16	-1.110223e-16	0.000000e+00	5.390509e+00	-3.617558e+00	5.190980e-01
4.320000e+00	1.015166e+00	-6.719857e-02	7.898759e-01	-1.110223e-16	0.000000e+00	-2.220446e-16	4.910565e+00	-3.192650e+00	2.737835e-01
4.330000e+00	8.829312e-01	-1.317585e-01	6.979112e-01	1.110223e-16	-5.551115e-17	-2.220446e-16	4.414004e+00	-2.757226e+00	2.463668e-02
4.340000e+00	7.544018e-01	-1.940339e-01	6.084528e-01	8.326673e-17	0.000000e+00	-2.220446e-16	3.902409e+00	-2.313492e+00	-2.283530e-01
4.350000e+00	6.295516e-01	-2.540369e-01	5.214822e-01	-5.551115e-17	0.000000e+00	0.000000e+00	3.377506e+00	-1.863723e+00	-4.848416e-01
4.360000e+00	5.083452e-01	-3.117849e-01	4.369749e-01	1.387779e-17	2.220446e-16	-2.220446e-16	2.841149e+00	-1.410232e+00	-7.440055e-01
4.370000e+00	3.907398e-01	-3.672993e-01	3.549010e-01	-5.551115e-17	1.110223e-16	-2.220446e-16	2.295287e+00	-9.553493e-01	-1.004405e+00
4.380000e+00	2.766866e-01	-4.206050e-01	2.752269e-01	5.551115e-17	0.000000e+00	-1.110223e-16	1.741947e+00	-5.013974e-01	-1.263847e+00
4.390000e+00	1.661319e-01	-4.717297e-01	1.979153e-01	-5.551115e-17	2.220446e-16	0.000000e+00	1.183206e+00	-5.066588e-02	-1.519254e+00
4.400000e+00	5.901809e-02	-5.207033e-01	1.229266e-01	4.163336e-17	0.000000e+00	-1.110223e-16	6.211642e-01	3.946102e-01	-1.766568e+00
4.410000e+00	-4.471502e-02	-5.675575e-01	5.021921e-02	-2.775558e-17	1.110223e-16	5.551115e-17	5.792356e-02	8.322709e-01	-2.000698e+00
4.420000e+00	-1.451298e-01	-6.123252e-01	-2.024992e-02	-5.551115e-17	0.000000e+00	0.000000e+00	-5.044367e-01	1.260251e+00	-2.215558e+00
4.430000e+00	-2.422898e-01	-6.550403e-01	-8.852459e-02	5.551115e-17	3.330669e-16	-2.498002e-16	-1.063881e+00	1.676595e+00	-2.404203e+00
4.440000e+00	-3.362594e-01	-6.957370e-01	-1.546490e-01	5.551115e-17	2.220446e-16	2.775558e-17	-1.618438e+00	2.079473e+00	-2.559096e+00
4.450000e+00	-4.271029e-01	-7.344502e-01	-2.186676e-01	-5.551115e-17	0.000000e+00	-1.387779e-16	-2.166214e+00	2.467193e+00	-2.672517e+00
4.460000e+00	-5.148844e-01	-7.712145e-01	-2.806243e-01	5.551115e-17	0.000000e+00	1.665335e-16	-2.705410e+00	2.838205e+00	-2.737103e+00
4.470000e+00	-5.996674e-01	-8.060644e-01	-3.405627e-01	0.000000e+00	3.330669e-16	5.551115e-17	-3.234329e+00	3.191112e+00	-2.746479e+00
4.480000e+00	-6.815140e-01	-8.390340e-01	-3.985256e-01	5.551115e-17	-1.110223e-16	-2.775558e-16	-3.751385e+00	3.524669e+00	-2.695940e+00
4.490000e+00	-7.604856e-01	-8.701572e-01	-4.545549e-01	-1.110223e-16	1.110223e-16	-1.110223e-16	-4.255100e+00	3.837785e+00	-2.583081e+00
4.500000e+00	-8.366415e-01	-8.994671e-01	-5.086914e-01	0.000000e+00	1.110223e-16	-6.245005e-17	-4.744107e+00	4.129519e+00	-2.408300e+00
4.510000e+00	-9.100399e-01	-9.269963e-01	-5.609749e-01	1.110223e-16	1.110223e-16	6.938894e-18	-5.217140e+00	4.399074e+00	-2.175078e+00
4.520000e+00	-9.807369e-01	-9.527764e-01	-6.114438e-01	-1.110223e-16	5.551115e-17	9.714451e-17	-5.673025e+00	4.645792e+00	-1.889985e+00
4.530000e+00	-1.048787e+00	-9.768386e-01	-6.601352e-01	0.000000e+00	1.110223e-16	-1.387779e-16	-6.110662e+00	4.869143e+00	-1.562384e+00
4.540000e+00	-1.114242e+00	-9.992132e-01	-7.070850e-01	0.000000e+00	-5.551115e-17	2.081668e-16	-6.529010e+00	5.068715e+00	-1.203849e+00
4.550000e+00	-1.177154e+00	-1.019930e+00	-7.523276e-01	0.000000e+00	2.775558e-17	2.775558e-17	-6.927064e+00	5.244206e+00	-8.273794e-01
4.560000e+00	-1.237571e+00	-1.039017e+00	-7.958962e-01	1.110223e-16	0.000000e+00	1.110223e-16	-7.303828e+00	5.395411e+00	-4.465011e-01
4.570000e+00	-1.295539e+00	-1.056503e+00	-8.378225e-01	1.110223e-16	0.000000e+00	2.220446e-16	-7.658298e+00	5.522218e+00	-7.435631e-02
4.580000e+00	-1.351104e+00	-1.072415e+00	-8.781372e-01	-1.110223e-16	-6.938894e-18	-2.775558e-17	-7.989434e+00	5.624598e+00	2.771048e-01
4.590000e+00	-1.404309e+00	-1.086779e+00	-9.168693e-01	-1.110223e-16	-1.387779e-17	-1.665335e-16	-8.296145e+00	5.702606e+00	5.977618e-01
4.600000e+00	-1.455195e+00	-1.099622e+00	-9.540470e-01	0.000000e+00	5.551115e-17	5.551115e-17	-8.577274e+00	5.756383e+00	8.797442e-01
4.610000e+00	-1.503802e+00	-1.110969e+00	-9.896970e-01	0.000000e+00	0.000000e+00	1.110223e-16	-8.831598e+00	5.786163e+00	1.117626e+00
4.620000e+00	-1.550169e+00	-1.120845e+00	-1.023845e+00	-1.110223e-16	5.551115e-17	-2.220446e-16	-9.057833e+00	5.792285e+00	1.308409e+00
4.630000e+00	-1.594333e+00	-1.129273e+00	-1.056516e+00	0.000000e+00	-2.220446e-16	1.110223e-16	-9.254660e+00	5.775212e+00	1.451340e+00
4.640000e+00	-1.636328e+00	-1.136279e+00	-1.087734e+00	1.110223e-16	0.000000e+00	2.220446e-16	-9.420763e+00	5.735554e+00	1.547595e+00
4.650000e+00	-1.676190e+00	-1.141885e+00	-1.117521e+00	0.000000e+00	1.110223e-16	-5.551115e-17	-9.554883e+00	5.674091e+00	1.599901e+00
4.660000e+00	-1.713951e+00	-1.146115e+00	-1.145899e+00	0.000000e+00	-1.110223e-16	1.665335e-16	-9.655887e+00	5.591799e+00	1.612109e+00
4.670000e+00	-1.749644e+00	-1.148992e+00	-1.172890e+00	0.000000e+00	-2.220446e-16	1.110223e-16	-9.722851e+00	5.489871e+00	1.588780e+00
4.680000e+00	-1.783300e+00	-1.150538e+00	-1.198514e+00	0.000000e+00	-1.110223e-16	2.220446e-16	-9.755146e+00	5.369734e+00	1.534792e+00
4.690000e+00	-1.814948e+00	-1.150776e+00	-1.222792e+00	-1.110223e-16	-2.220446e-16	2.775558e-16	-9.752523e+00	5.233055e+00	1.454992e+00
4.700000e+00	-1.844620e+00	-1.149728e+00	-1.245742e+00	0.000000e+00	-4.440892e-16	2.775558e-16	-9.715191e+00	5.081730e+00	1.353903e+00
4.710000e+00	-1.872343e+00	-1.147417e+00	-1.267384e+00	-4.440892e-16	-2.220446e-16	1.110223e-16	-9.643869e+00	4.917859e+00	1.235486e+00
4.720000e+00	-1.898148e+00	-1.143866e+00	-1.287736e+00	0.000000e+00	-3.330669e-16	2.220446e-16	-9.539820e+00	4.743713e+00	1.102971e+00
4.730000e+00	-1.922061e+00	-1.139097e+00	-1.306817e+00	0.000000e+00	-2.220446e-16	2.220446e-16	-9.404842e+00	4.561668e+00	9.587444e-01
4.740000e+00	-1.944111e+00	-1.133134e+00	-1.324645e+00	0.000000e+00	-3.330669e-16	2.220446e-16	-9.241233e+00	4.374146e+00	8.042956e-01
4.750000e+00	-1.964326e+00	-1.125998e+00	-1.341237e+00	0.000000e+00	-3.330669e-16	3.330669e-16	-9.051715e+00	4.183539e+00	6.402241e-01
4.760000e+00	-1.982733e+00	-1.117713e+00	-1.356613e+00	2.220446e-16	2.220446e-16	1.110223e-16	-8.839334e+00	3.992127e+00	4.662958e-01
4.770000e+00	-1.999361e+00	-1.108304e+00	-1.370788e+00	0.000000e+00	5.551115e-17	2.220446e-16	-8.607339e+00	3.802011e+00	2.815479e-01
4.780000e+00	-2.014238e+00	-1.097793e+00	-1.383783e+00	0.000000e+00	5.551115e-17	3.330669e-16	-8.359054e+00	3.615049e+00	8.443405e-02
4.790000e+00	-2.027391e+00	-1.086205e+00	-1.395614e+00	-2.220446e-16	-2.220446e-16	3.330669e-16	-8.097746e+00	3.432807e+00	-1.269957e-01
4.800000e+00	-2.038849e+00	-1.073566e+00	-1.406300e+00	0.000000e+00	-2.775558e-16	2.220446e-16	-7.826509e+00	3.256524e+00	-3.548871e-01
4.810000e+00	-2.048642e+00	-1.059899e+00	-1.415859e+00	-2.220446e-16	-5.551115e-17	4.440892e-16	-7.548172e+00	3.087102e+00	-6.013536e-01
4.820000e+00	-2.056798e+00	-1.045231e+00	-1.424310e+00	0.000000e+00	5.551115e-17	4.440892e-16	-7.265218e+00	2.925102e+00	-8.682350e-01
4.830000e+00	-2.063347e+00	-1.029589e+00	-1.431672e+00	2.220446e-16	-1.110223e-16	1.110223e-16	-6.979744e+00	2.770763e+00	-1.156851e+00
4.840000e+00	-2.068321e+00	-1.012998e+00	-1.437965e+00	0.000000e+00	3.330669e-16	3.330669e-16	-6.693435e+00	2.624025e+00	-1.467763e+00
4.850000e+00	-2.071750e+00	-9.954873e-01	-1.443209e+00	0.000000e+00	1.665335e-16	0.000000e+00	-6.407568e+00	2.484568e+00	-1.800545e+00
4.860000e+00	-2.073665e+00	-9.770840e-01	-1.447423e+00	0.000000e+00	0.000000e+00	3.330669e-16	-6.123030e+00	2.351847e+00	-2.153596e+00
4.870000e+00	-2.074101e+00	-9.578172e-01	-1.450628e+00	0.000000e+00	2.220446e-16	3.330669e-16	-5.840355e+00	2.225137e+00	-2.523991e+00
4.880000e+00	-2.073091e+00	-9.377162e-01	-1.452847e+00	0.000000e+00	0.000000e+00	2.220446e-16	-5.559761e+00	2.103575e+00	-2.907406e+00
4.890000e+00	-2.070668e+00	-9.168111e-01	-1.454101e+00	2.220446e-16	2.220446e-16	3.330669e-16	-5.281206e+00	1.986194e+00	-3.298116e+00
4.900000e+00	-2.066869e+00	-8.951328e-01	-1.454413e+00	0.000000e+00	2.220446e-16	2.220446e-16	-5.004436e+00	1.871964e+00	-3.689099e+00
4.910000e+00	-2.061730e+00	-8.727128e-01	-1.453805e+00	-2.220446e-16	3.330669e-16	2.220446e-16	-4.729032e+00	1.759825e+00	-4.072245e+00
4.920000e+00	-2.055287e+00	-8.495833e-01	-1.452303e+00	-1.110223e-16	0.000000e+00	1.110223e-16	-4.454460e+00	1.648708e+00	-4.438672e+00
4.930000e+00	-2.047581e+00	-8.257771e-01	-1.449930e+00	3.330669e-16	2.220446e-16	2.220446e-16	-4.180113e+00	1.537570e+00	-4.779137e+00
4.940000e+00	-2.038649e+00	-8.013280e-01	-1.446711e+00	0.000000e+00	1.110223e-16	2.220446e-16	-3.905346e+00	1.425403e+00	-5.084522e+00
4.950000e+00	-2.028532e+00	-7.762704e-01	-1.442673e+00	2.220446e-16	0.000000e+00	3.330669e-16	-3.629515e+00	1.311263e+00	-5.346353e+00
4.960000e+00	-2.017273e+00	-7.506391e-01	-1.437843e+00	-2.220446e-16	1.110223e-16	3.330669e-16	-3.351998e+00	1.194274e+00	-5.557312e+00
4.970000e+00	-2.004913e+00	-7.244701e-01	-1.432247e+00	0.000000e+00	0.000000e+00	4.440892e-16	-3.072224e+00	1.073645e+00	-5.711684e+00
4.980000e+00	-1.991496e+00	-6.977997e-01	-1.425914e+00	0.000000e+00	4.440892e-16	3.330669e-16	-2.789690e+00	9.486789e-01	-5.805705e+00
4.990000e+00	-1.977067e+00	-6.706650e-01	-1.418873e+00	-1.110223e-16	1.110223e-16	1.110223e-16	-2.503974e+00	8.187805e-01	-5.837766e+00
5.000000e+00	-1.961672e+00	-6.431037e-01	-1.411153e+00	0.000000e+00	0.000000e+00	1.110223e-16	-2.214750e+00	6.834607e-01	-5.808451e+00


